CNPJ emit.;Emitente;No.;Data Emissão;Valor NF;Data Registro;Créditos;Situação do Crédito
23.750.257/0001-66;OFICINA DO TRIGO PASTIFICIO PANIFICADORA BAR E RE;6661;29/06/2017;48;29/06/2017;0,78;Liberado
23.750.257/0001-66;OFICINA DO TRIGO PASTIFICIO PANIFICADORA BAR E RE;6658;29/06/2017;71;29/06/2017;1,15;Liberado
47.508.411/1772-42;COMPANHIA BRASILEIRA DE DISTRIBUICAO;11542;29/06/2017;42,23;29/06/2017;0;Liberado
04.908.981/0001-20;M.BOOKS DO BRASIL EDITORA LTDA.;51639;29/06/2017;78;30/06/2017;0;Liberado
02.470.909/0001-39;Ricardo Migliano Monteleone ME;1319;29/06/2017;88,5;29/06/2017;0;Liberado
23.750.257/0001-66;OFICINA DO TRIGO PASTIFICIO PANIFICADORA BAR E RE;6655;29/06/2017;53;29/06/2017;0,86;Liberado
23.750.257/0001-66;OFICINA DO TRIGO PASTIFICIO PANIFICADORA BAR E RE;6654;29/06/2017;81;29/06/2017;1,32;Liberado
62.720.909/0001-71;AGNALDO ANDRADE AVILA ME;50873;29/06/2017;9,7;29/06/2017;0;Liberado
13.478.055/0001-53;MARIA LUISA MARCHI PAVONE EDUARDO EPP;3542;29/06/2017;263,4;29/06/2017;0;Liberado
43.101.310/0001-05;AUTO POSTO ZANWAL LTDA EPP;2807;29/06/2017;140;29/06/2017;0;Liberado
62.720.909/0001-71;AGNALDO ANDRADE AVILA ME;50727;29/06/2017;1,44;29/06/2017;0;Liberado
43.101.310/0001-05;AUTO POSTO ZANWAL LTDA EPP;2797;29/06/2017;20;29/06/2017;0;Liberado
67.616.128/0001-55;MERCADINHO AYUMI LTDA - 1;25057;29/06/2017;343,18;29/06/2017;0;Liberado
73.160.129/0002-11;DESEJO DE CAFE LTDA ME;168014;29/06/2017;80,6;10/07/2017;0;Liberado
73.160.129/0002-11;DESEJO DE CAFE LTDA ME;168017;29/06/2017;28,4;10/07/2017;0;Liberado
73.160.129/0002-11;DESEJO DE CAFE LTDA ME;168085;29/06/2017;31,2;10/07/2017;0;Liberado
73.160.129/0002-11;DESEJO DE CAFE LTDA ME;168086;29/06/2017;38,4;10/07/2017;0;Liberado
73.160.129/0002-11;DESEJO DE CAFE LTDA ME;168087;29/06/2017;67,3;10/07/2017;0;Liberado
73.160.129/0002-11;DESEJO DE CAFE LTDA ME;168089;29/06/2017;33,9;10/07/2017;0;Liberado
73.160.129/0002-11;DESEJO DE CAFE LTDA ME;168090;29/06/2017;28,4;10/07/2017;0;Liberado
73.160.129/0002-11;DESEJO DE CAFE LTDA ME;168091;29/06/2017;10,9;10/07/2017;0;Liberado
73.160.129/0002-11;DESEJO DE CAFE LTDA ME;168092;29/06/2017;30,4;10/07/2017;0;Liberado
73.160.129/0002-11;DESEJO DE CAFE LTDA ME;168093;29/06/2017;40,3;10/07/2017;0;Liberado
73.160.129/0002-11;DESEJO DE CAFE LTDA ME;168094;29/06/2017;22,9;10/07/2017;0;Liberado
73.160.129/0002-11;DESEJO DE CAFE LTDA ME;168096;29/06/2017;35,4;10/07/2017;0;Liberado
73.160.129/0002-11;DESEJO DE CAFE LTDA ME;168097;29/06/2017;40,3;10/07/2017;0;Liberado
73.160.129/0002-11;DESEJO DE CAFE LTDA ME;168098;29/06/2017;38,3;10/07/2017;0;Liberado
73.160.129/0002-11;DESEJO DE CAFE LTDA ME;168099;29/06/2017;32,4;10/07/2017;0;Liberado
73.160.129/0002-11;DESEJO DE CAFE LTDA ME;168100;29/06/2017;35,4;10/07/2017;0;Liberado
73.160.129/0002-11;DESEJO DE CAFE LTDA ME;168101;29/06/2017;31,4;10/07/2017;0;Liberado
73.160.129/0002-11;DESEJO DE CAFE LTDA ME;168102;29/06/2017;99,8;10/07/2017;0;Liberado
73.160.129/0002-11;DESEJO DE CAFE LTDA ME;168104;29/06/2017;38,3;10/07/2017;0;Liberado
73.160.129/0002-11;DESEJO DE CAFE LTDA ME;168105;29/06/2017;108,7;10/07/2017;0;Liberado
73.160.129/0002-11;DESEJO DE CAFE LTDA ME;168107;29/06/2017;28,4;10/07/2017;0;Liberado
73.160.129/0002-11;DESEJO DE CAFE LTDA ME;168109;29/06/2017;57,5;10/07/2017;0;Liberado
73.160.129/0002-11;DESEJO DE CAFE LTDA ME;168110;29/06/2017;33,4;10/07/2017;0;Liberado
73.160.129/0002-11;DESEJO DE CAFE LTDA ME;168111;29/06/2017;6,5;10/07/2017;0;Liberado
73.160.129/0002-11;DESEJO DE CAFE LTDA ME;168112;29/06/2017;31,2;10/07/2017;0;Liberado
73.160.129/0002-11;DESEJO DE CAFE LTDA ME;168114;29/06/2017;88,7;10/07/2017;0;Liberado
67.616.128/0001-55;MERCADINHO AYUMI LTDA;230585;29/06/2017;343,18;30/06/2017;88,55;Liberado
04.015.344/0001-25;ELIZABETE GONCALVES CUNHA - ME;7088;29/06/2017;52,8;07/07/2017;3,96;Liberado
96.239.678/0002-81;ELETRO AMIL LTDA - ME;51163;29/06/2017;7,5;11/07/2017;0;Liberado
05.800.256/0030-31;ROLDAO AUTO SERVICO COMERCIO DE ALIMENTOS LTDA;49984;28/06/2017;34,35;28/06/2017;2,57;Liberado
46.266.771/0007-11;CANON DO BRASIL INDUSTRIA E COMERCIO LTDA;490642;28/06/2017;1959,35;28/06/2017;0;Liberado
43.101.310/0001-05;AUTO POSTO ZANWAL LTDA EPP;2790;28/06/2017;100;28/06/2017;0;Liberado
12.683.888/0001-93;NOVA MAXIMOS LTDA;100884;28/06/2017;2785,47;28/06/2017;0;Liberado
43.101.310/0001-05;AUTO POSTO ZANWAL LTDA EPP;2788;28/06/2017;50;28/06/2017;0;Liberado
43.101.310/0001-05;AUTO POSTO ZANWAL LTDA EPP;2786;28/06/2017;20;28/06/2017;0;Liberado
04.908.981/0001-20;M.BOOKS DO BRASIL EDITORA LTDA.;51597;28/06/2017;78;28/06/2017;0;Liberado
23.750.257/0001-66;OFICINA DO TRIGO PASTIFICIO PANIFICADORA BAR E RE;6645;28/06/2017;107;28/06/2017;1,74;Liberado
23.750.257/0001-66;OFICINA DO TRIGO PASTIFICIO PANIFICADORA BAR E RE;6644;28/06/2017;6;28/06/2017;0,09;Liberado
23.750.257/0001-66;OFICINA DO TRIGO PASTIFICIO PANIFICADORA BAR E RE;6643;28/06/2017;158;28/06/2017;2,57;Liberado
23.750.257/0001-66;OFICINA DO TRIGO PASTIFICIO PANIFICADORA BAR E RE;6642;28/06/2017;28;28/06/2017;0,45;Liberado
23.750.257/0001-66;OFICINA DO TRIGO PASTIFICIO PANIFICADORA BAR E RE;6641;28/06/2017;52;28/06/2017;0,84;Liberado
23.750.257/0001-66;OFICINA DO TRIGO PASTIFICIO PANIFICADORA BAR E RE;6640;28/06/2017;34;28/06/2017;0,55;Liberado
23.750.257/0001-66;OFICINA DO TRIGO PASTIFICIO PANIFICADORA BAR E RE;6638;28/06/2017;81;28/06/2017;1,32;Liberado
23.750.257/0001-66;OFICINA DO TRIGO PASTIFICIO PANIFICADORA BAR E RE;6637;28/06/2017;77;28/06/2017;1,25;Liberado
23.750.257/0001-66;OFICINA DO TRIGO PASTIFICIO PANIFICADORA BAR E RE;6635;28/06/2017;112;28/06/2017;1,82;Liberado
23.750.257/0001-66;OFICINA DO TRIGO PASTIFICIO PANIFICADORA BAR E RE;6634;28/06/2017;72;28/06/2017;1,17;Liberado
43.101.310/0001-05;AUTO POSTO ZANWAL LTDA EPP;2781;28/06/2017;7;28/06/2017;0;Liberado
23.750.257/0001-66;OFICINA DO TRIGO PASTIFICIO PANIFICADORA BAR E RE;6631;28/06/2017;52;28/06/2017;0,84;Liberado
23.750.257/0001-66;OFICINA DO TRIGO PASTIFICIO PANIFICADORA BAR E RE;6628;28/06/2017;8;28/06/2017;0,13;Liberado
23.750.257/0001-66;OFICINA DO TRIGO PASTIFICIO PANIFICADORA BAR E RE;6627;28/06/2017;43;28/06/2017;0,7;Liberado
06.626.253/0896-24;EMPREENDIMENTOS PAGUE MENOS S A;19036;28/06/2017;15,7;28/06/2017;0,23;Liberado
23.750.257/0001-66;OFICINA DO TRIGO PASTIFICIO PANIFICADORA BAR E RE;6626;28/06/2017;122;28/06/2017;1,99;Liberado
47.508.411/1772-42;COMPANHIA BRASILEIRA DE DISTRIBUICAO;11253;28/06/2017;50,29;28/06/2017;0;Liberado
01.874.166/0009-57;MASTER ATS SUPERMERCADOS LTDA;241490;28/06/2017;146,93;28/06/2017;9,26;Liberado
93.209.765/0309-62;WMS SUPERMERCADOS DO BRASIL LTDA;12841;28/06/2017;18,73;28/06/2017;0;Liberado
05.025.949/0001-60;AUTO POSTO LIDER BANDEIRAS LTDA;506165;28/06/2017;50;28/06/2017;0,32;Liberado
23.750.257/0001-66;OFICINA DO TRIGO PASTIFICIO PANIFICADORA BAR E RE;6622;28/06/2017;74;28/06/2017;1,2;Liberado
43.101.310/0001-05;AUTO POSTO ZANWAL LTDA EPP;2757;28/06/2017;80;28/06/2017;0;Liberado
23.750.257/0001-66;OFICINA DO TRIGO PASTIFICIO PANIFICADORA BAR E RE;6621;28/06/2017;63;28/06/2017;1,02;Liberado
60.458.247/0001-88;AUTO POSTO AJOMAR LTDA;18123;28/06/2017;40;28/06/2017;0;Liberado
23.750.257/0001-66;OFICINA DO TRIGO PASTIFICIO PANIFICADORA BAR E RE;6620;28/06/2017;35;28/06/2017;0,57;Liberado
62.720.909/0001-71;AGNALDO ANDRADE AVILA ME;50121;28/06/2017;1,93;28/06/2017;0;Liberado
67.616.128/0001-55;MERCADINHO AYUMI LTDA - 1;25036;28/06/2017;455,65;28/06/2017;0;Liberado
73.160.129/0002-11;DESEJO DE CAFE LTDA ME;167857;28/06/2017;49,8;10/07/2017;0;Liberado
73.160.129/0002-11;DESEJO DE CAFE LTDA ME;167881;28/06/2017;24,9;10/07/2017;0;Liberado
73.160.129/0002-11;DESEJO DE CAFE LTDA ME;167839;28/06/2017;4;10/07/2017;0;Liberado
73.160.129/0002-11;DESEJO DE CAFE LTDA ME;167840;28/06/2017;27,9;10/07/2017;0;Liberado
73.160.129/0002-11;DESEJO DE CAFE LTDA ME;167842;28/06/2017;25,9;10/07/2017;0;Liberado
73.160.129/0002-11;DESEJO DE CAFE LTDA ME;167855;28/06/2017;31,91;10/07/2017;0;Liberado
17.489.317/0001-36;B V R SUPERMERCADO LTDA;349984;28/06/2017;3,58;04/07/2017;0;Liberado
02.125.785/0001-54;SHIN BUENO COM DE PRODS ALIMENTICIOS LTD;382206;28/06/2017;45,19;04/07/2017;0,11;Liberado
67.616.128/0001-55;MERCADINHO AYUMI LTDA;230194;28/06/2017;455,65;30/06/2017;117,58;Liberado
62.720.909/0001-71;AGNALDO ANDRADE AVILA ME;49985;27/06/2017;24,69;27/06/2017;0;Liberado
43.101.310/0001-05;AUTO POSTO ZANWAL LTDA EPP;2748;27/06/2017;20;27/06/2017;0;Liberado
51.546.760/0001-30;MERCEARIA ARANHA LTDA ME;43678;27/06/2017;17,13;27/06/2017;0;Liberado
62.720.909/0001-71;AGNALDO ANDRADE AVILA ME;38244;27/06/2017;5,16;27/06/2017;0;Liberado
43.101.310/0001-05;AUTO POSTO ZANWAL LTDA EPP;2745;27/06/2017;150;27/06/2017;0;Liberado
60.437.530/0001-23;SOCIEDADE COMERCIAL RAMPA LTDA;4533;27/06/2017;654,6;27/06/2017;0;Liberado
06.878.073/0001-67;CAFE FILHO GRILL RESTAURANTE E CHURRASCARIA LTDA ;20475;27/06/2017;24;27/06/2017;0,16;Liberado
06.878.073/0001-67;CAFE FILHO GRILL RESTAURANTE E CHURRASCARIA LTDA ;20473;27/06/2017;32;27/06/2017;0,22;Liberado
06.878.073/0001-67;CAFE FILHO GRILL RESTAURANTE E CHURRASCARIA LTDA ;20474;27/06/2017;35;27/06/2017;0,24;Liberado
06.878.073/0001-67;CAFE FILHO GRILL RESTAURANTE E CHURRASCARIA LTDA ;20472;27/06/2017;36;27/06/2017;0,25;Liberado
06.878.073/0001-67;CAFE FILHO GRILL RESTAURANTE E CHURRASCARIA LTDA ;20471;27/06/2017;21;27/06/2017;0,14;Liberado
06.878.073/0001-67;CAFE FILHO GRILL RESTAURANTE E CHURRASCARIA LTDA ;20470;27/06/2017;30;27/06/2017;0,2;Liberado
49.930.415/0001-53;H ROMANO e CIA LTDA ME;2713;27/06/2017;200;27/06/2017;0,98;Liberado
03.476.811/0237-98;DIA BRASIL SOCIEDADE LIMITADA;59235;27/06/2017;16,89;27/06/2017;0,11;Liberado
67.616.128/0001-55;MERCADINHO AYUMI LTDA - 1;25017;27/06/2017;192,71;27/06/2017;0;Liberado
73.160.129/0002-11;DESEJO DE CAFE LTDA ME;167726;27/06/2017;31,4;10/07/2017;0;Liberado
73.160.129/0002-11;DESEJO DE CAFE LTDA ME;167727;27/06/2017;71,3;10/07/2017;0;Liberado
73.160.129/0002-11;DESEJO DE CAFE LTDA ME;167728;27/06/2017;37,3;10/07/2017;0;Liberado
73.160.129/0002-11;DESEJO DE CAFE LTDA ME;167729;27/06/2017;28,9;10/07/2017;0;Liberado
73.160.129/0002-11;DESEJO DE CAFE LTDA ME;167730;27/06/2017;51,8;10/07/2017;0;Liberado
73.160.129/0002-11;DESEJO DE CAFE LTDA ME;167731;27/06/2017;27,9;10/07/2017;0;Liberado
73.160.129/0002-11;DESEJO DE CAFE LTDA ME;167732;27/06/2017;21,9;10/07/2017;0;Liberado
73.160.129/0002-11;DESEJO DE CAFE LTDA ME;167735;27/06/2017;25,9;10/07/2017;0;Liberado
73.160.129/0002-11;DESEJO DE CAFE LTDA ME;167736;27/06/2017;29,21;10/07/2017;0;Liberado
73.160.129/0002-11;DESEJO DE CAFE LTDA ME;167737;27/06/2017;21,9;10/07/2017;0;Liberado
73.160.129/0002-11;DESEJO DE CAFE LTDA ME;167738;27/06/2017;31,4;10/07/2017;0;Liberado
73.160.129/0002-11;DESEJO DE CAFE LTDA ME;167741;27/06/2017;34,4;10/07/2017;0;Liberado
73.160.129/0002-11;DESEJO DE CAFE LTDA ME;167742;27/06/2017;26,9;10/07/2017;0;Liberado
73.160.129/0002-11;DESEJO DE CAFE LTDA ME;167744;27/06/2017;62,8;10/07/2017;0;Liberado
73.160.129/0002-11;DESEJO DE CAFE LTDA ME;167745;27/06/2017;25,9;10/07/2017;0;Liberado
73.160.129/0002-11;DESEJO DE CAFE LTDA ME;167747;27/06/2017;22,9;10/07/2017;0;Liberado
73.160.129/0002-11;DESEJO DE CAFE LTDA ME;167750;27/06/2017;39,4;10/07/2017;0;Liberado
73.160.129/0002-11;DESEJO DE CAFE LTDA ME;167751;27/06/2017;39,3;10/07/2017;0;Liberado
73.160.129/0002-11;DESEJO DE CAFE LTDA ME;167752;27/06/2017;37,1;10/07/2017;0;Liberado
73.160.129/0002-11;DESEJO DE CAFE LTDA ME;167753;27/06/2017;28,4;10/07/2017;0;Liberado
73.160.129/0002-11;DESEJO DE CAFE LTDA ME;167774;27/06/2017;70,3;10/07/2017;0;Liberado
73.160.129/0002-11;DESEJO DE CAFE LTDA ME;167775;27/06/2017;30,4;10/07/2017;0;Liberado
73.160.129/0002-11;DESEJO DE CAFE LTDA ME;167792;27/06/2017;22,9;10/07/2017;0;Liberado
73.160.129/0002-11;DESEJO DE CAFE LTDA ME;167793;27/06/2017;21,9;10/07/2017;0;Liberado
73.160.129/0002-11;DESEJO DE CAFE LTDA ME;167794;27/06/2017;22,9;10/07/2017;0;Liberado
73.160.129/0002-11;DESEJO DE CAFE LTDA ME;167795;27/06/2017;31,4;10/07/2017;0;Liberado
73.160.129/0002-11;DESEJO DE CAFE LTDA ME;167798;27/06/2017;72,3;10/07/2017;0;Liberado
73.160.129/0002-11;DESEJO DE CAFE LTDA ME;167799;27/06/2017;32,9;10/07/2017;0;Liberado
73.160.129/0002-11;DESEJO DE CAFE LTDA ME;167801;27/06/2017;27,9;10/07/2017;0;Liberado
73.160.129/0002-11;DESEJO DE CAFE LTDA ME;167802;27/06/2017;29,9;10/07/2017;0;Liberado
73.160.129/0002-11;DESEJO DE CAFE LTDA ME;167803;27/06/2017;35,2;10/07/2017;0;Liberado
73.160.129/0002-11;DESEJO DE CAFE LTDA ME;167804;27/06/2017;27,91;10/07/2017;0;Liberado
73.160.129/0002-11;DESEJO DE CAFE LTDA ME;167805;27/06/2017;27,4;10/07/2017;0;Liberado
73.160.129/0002-11;DESEJO DE CAFE LTDA ME;167807;27/06/2017;39,3;10/07/2017;0;Liberado
73.160.129/0002-11;DESEJO DE CAFE LTDA ME;167809;27/06/2017;32,4;10/07/2017;0;Liberado
73.160.129/0002-11;DESEJO DE CAFE LTDA ME;167812;27/06/2017;65,55;10/07/2017;0;Liberado
73.160.129/0002-11;DESEJO DE CAFE LTDA ME;167814;27/06/2017;29,2;10/07/2017;0;Liberado
73.160.129/0002-11;DESEJO DE CAFE LTDA ME;167815;27/06/2017;25,9;10/07/2017;0;Liberado
73.160.129/0002-11;DESEJO DE CAFE LTDA ME;167816;27/06/2017;117;10/07/2017;0;Liberado
73.160.129/0002-11;DESEJO DE CAFE LTDA ME;167817;27/06/2017;32,4;10/07/2017;0;Liberado
73.160.129/0002-11;DESEJO DE CAFE LTDA ME;167818;27/06/2017;134,6;10/07/2017;0;Liberado
73.160.129/0002-11;DESEJO DE CAFE LTDA ME;167819;27/06/2017;25,9;10/07/2017;0;Liberado
73.160.129/0002-11;DESEJO DE CAFE LTDA ME;167820;27/06/2017;41,4;10/07/2017;0;Liberado
73.160.129/0002-11;DESEJO DE CAFE LTDA ME;167821;27/06/2017;65,1;10/07/2017;0;Liberado
73.160.129/0002-11;DESEJO DE CAFE LTDA ME;167822;27/06/2017;34,8;10/07/2017;0;Liberado
73.160.129/0002-11;DESEJO DE CAFE LTDA ME;167823;27/06/2017;31,4;10/07/2017;0;Liberado
73.160.129/0002-11;DESEJO DE CAFE LTDA ME;167824;27/06/2017;90,21;10/07/2017;0;Liberado
33.014.556/0411-19;LOJAS AMERICANAS S.A.;119177;27/06/2017;10,99;11/07/2017;0;Liberado
17.242.985/0001-64;VIOLETA COM.DE ART.DE CAMA,MESA,BANHO E;27360;27/06/2017;10;18/07/2017;0,75;Liberado
67.616.128/0001-55;MERCADINHO AYUMI LTDA;308366;27/06/2017;0;30/06/2017;0;Liberado
67.616.128/0001-55;MERCADINHO AYUMI LTDA;308368;27/06/2017;192,71;30/06/2017;49,73;Liberado
73.160.129/0002-11;DESEJO DE CAFE LTDA ME;167718;27/06/2017;22,9;10/07/2017;0;Liberado
73.160.129/0002-11;DESEJO DE CAFE LTDA ME;167719;27/06/2017;52,1;10/07/2017;0;Liberado
06.878.073/0001-67;CAFE FILHO GRILL RESTAURANTE E CHURRASCARIA LTDA ;20469;26/06/2017;32,5;26/06/2017;0,22;Liberado
06.878.073/0001-67;CAFE FILHO GRILL RESTAURANTE E CHURRASCARIA LTDA ;20466;26/06/2017;27;26/06/2017;0,18;Liberado
06.878.073/0001-67;CAFE FILHO GRILL RESTAURANTE E CHURRASCARIA LTDA ;20467;26/06/2017;32,5;26/06/2017;0,22;Liberado
06.878.073/0001-67;CAFE FILHO GRILL RESTAURANTE E CHURRASCARIA LTDA ;20464;26/06/2017;54;26/06/2017;0,37;Liberado
06.878.073/0001-67;CAFE FILHO GRILL RESTAURANTE E CHURRASCARIA LTDA ;20463;26/06/2017;41;26/06/2017;0,28;Liberado
06.878.073/0001-67;CAFE FILHO GRILL RESTAURANTE E CHURRASCARIA LTDA ;20462;26/06/2017;32,5;26/06/2017;0,22;Liberado
06.878.073/0001-67;CAFE FILHO GRILL RESTAURANTE E CHURRASCARIA LTDA ;20461;26/06/2017;27;26/06/2017;0,18;Liberado
06.878.073/0001-67;CAFE FILHO GRILL RESTAURANTE E CHURRASCARIA LTDA ;20460;26/06/2017;38;26/06/2017;0,26;Liberado
06.878.073/0001-67;CAFE FILHO GRILL RESTAURANTE E CHURRASCARIA LTDA ;20459;26/06/2017;39;26/06/2017;0,27;Liberado
06.878.073/0001-67;CAFE FILHO GRILL RESTAURANTE E CHURRASCARIA LTDA ;20457;26/06/2017;27;26/06/2017;0,18;Liberado
06.878.073/0001-67;CAFE FILHO GRILL RESTAURANTE E CHURRASCARIA LTDA ;20458;26/06/2017;35,5;26/06/2017;0,24;Liberado
43.101.310/0001-05;AUTO POSTO ZANWAL LTDA EPP;2697;26/06/2017;20;26/06/2017;0;Liberado
06.878.073/0001-67;CAFE FILHO GRILL RESTAURANTE E CHURRASCARIA LTDA ;20456;26/06/2017;15;26/06/2017;0,1;Liberado
06.878.073/0001-67;CAFE FILHO GRILL RESTAURANTE E CHURRASCARIA LTDA ;20455;26/06/2017;32,5;26/06/2017;0,22;Liberado
06.878.073/0001-67;CAFE FILHO GRILL RESTAURANTE E CHURRASCARIA LTDA ;20454;26/06/2017;26,5;26/06/2017;0,18;Liberado
