CNPJ emit.;Emitente;No.;Data Emissão;Valor NF;Data Registro;Créditos;Situação do Crédito
13.533.862/0001-21;CHIBRAS SUPERMERCADO LTDA;125795;31/12/2021;75,47;31/12/2021;0;Calculado
13.206.856/0001-60;ANTONIO SERGIO PINZAN DE ALMEIDA;29791;31/12/2021;139,98;31/12/2021;9,35;Calculado
60.437.647/0042-85;SILVA E BARBOSA COMERCIO DE ALIMENTOS LTDA;405201;31/12/2021;90,18;31/12/2021;16,88;Calculado
38.715.220/0001-74;PINK BEAUTY COMERCIO DE COSMETICOS LTDA;6523;31/12/2021;20,5;31/12/2021;0;Calculado
27.468.741/0001-58;NOVA HORTIFRUTI SACOMA LTDA;777850;31/12/2021;40,99;31/12/2021;0;Calculado
03.019.514/0001-87;COMERCIAL MARUKAI LTDA;590412;31/12/2021;146,1;02/01/2022;9,64;Calculado
62.498.365/0004-98;VARANDA FRUTAS E MERCEARIA LTDA;101805;31/12/2021;119,36;31/12/2021;2,78;Calculado
28.378.005/0001-71;COMERCIAL DE CARNES E ALIMENTOS REDEBOI LTDA;221442;31/12/2021;110,07;31/12/2021;88,06;Calculado
08.824.629/0001-68;MERCADINHO e ROTISSERIE BOA PRACA LTDA;271903;31/12/2021;37,63;31/12/2021;3,49;Calculado
49.742.505/0001-10;BELA CINTRA DE PAES E DOCES LIMITADA;181687;31/12/2021;26,85;31/12/2021;1,24;Calculado
13.574.594/0580-03;BK BRASIL OPERACAO E ASSESSORIA A RESTAURANTES S ;18954;31/12/2021;46,7;31/12/2021;0,23;Calculado
47.508.411/2209-46;CIA BRASILEIRA DE DISTRIBUICAO;123174;31/12/2021;187,96;31/12/2021;0;Calculado
07.760.619/0001-43;GRAMADO GRILL RAPOSO CHURRASCARIA EIRELI;88069;31/12/2021;172,67;31/12/2021;0;Calculado
19.090.713/0001-11;RODRIGO DE S MENEZES;25255;31/12/2021;144,8;31/12/2021;0;Calculado
47.508.411/0302-25;CIA BRASILEIRA DE DISTRIBUICAO;160269;31/12/2021;56,56;31/12/2021;0;Calculado
67.616.128/0001-55;AYUMI SUPERMERCADOS LTDA;746450;31/12/2021;214,89;31/12/2021;14,91;Calculado
09.525.900/0010-18;SUPERMERCADO ROSSI NEW LTDA;317607;31/12/2021;195,12;31/12/2021;76,64;Calculado
01.937.635/0020-45;SONDA SUPERMERCADOS EXPORTACAO E IMPORTACAO S A;130243;31/12/2021;209,05;31/12/2021;16,77;Calculado
42.591.651/0254-80;ARCOS DOURADOS COMERCIO DE ALIMENTOS SA;26336;31/12/2021;78,7;31/12/2021;11,21;Calculado
71.605.265/0038-53;MASTER FORMULA FARMACIA DE MANIPULACAO LTDA;4063;31/12/2021;40,19;31/12/2021;0;Calculado
13.574.594/0131-74;BK BRASIL OPERACAO E ASSESSORIA A RESTAURANTES S ;345471;31/12/2021;29,9;31/12/2021;15,94;Calculado
01.937.635/0014-05;SONDA SUPERMERCADOS EXPORTACAO E IMPORTACAO S A;63546;31/12/2021;116,29;31/12/2021;4,97;Calculado
06.057.223/0265-61;SENDAS DISTRIBUIDORA S A;176727;31/12/2021;794,72;31/12/2021;0;Calculado
18.245.119/0001-90;BOI CAMPEAO CENTRAL DE CARNES LTDA;146696;31/12/2021;52,62;31/12/2021;25,14;Calculado
92.754.738/0426-71;LOJAS RENNER S.A.;3413;31/12/2021;159,9;31/12/2021;0;Calculado
47.508.411/2103-98;CIA BRASILEIRA DE DISTRIBUICAO;50824;31/12/2021;322,69;31/12/2021;0;Calculado
61.267.902/0001-83;SUPERMERCADO LIDER DO CARRAO LT;431747;31/12/2021;401,02;31/12/2021;32,36;Calculado
68.374.875/0001-97;PRIFE SUPERMERCADO LTDA;10828;31/12/2021;78,21;31/12/2021;14,1;Calculado
07.913.667/0001-24;SANTO ABITO COMERCIO DE CONFECCOES DE ROUPAS LTDA;1995;31/12/2021;49,9;31/12/2021;0;Calculado
22.685.030/0018-60;MAGAZINE TORRA TORRA LTDA;139118;31/12/2021;129,98;31/12/2021;0;Calculado
60.709.417/0001-50;SUAVE SABOR DOCERIA LTDA;138186;31/12/2021;124,35;31/12/2021;15,21;Calculado
10.808.920/0001-94;COMERCIAL VAREJISTA DE GENEROS ALIMENTICIOS THBF EIRELI;374082;31/12/2021;67,5;31/12/2021;1,07;Calculado
92.754.738/0426-71;LOJAS RENNER S.A.;3412;31/12/2021;389,4;31/12/2021;0;Calculado
47.508.411/0581-54;CIA BRASILEIRA DE DISTRIBUICAO;51555;31/12/2021;180,73;31/12/2021;0;Calculado
04.063.469/0005-54;COMERCIAL KEYPAR REPRESENTACOES E SUPERMERCADOS LTDA;81295;31/12/2021;236,62;31/12/2021;35,33;Calculado
54.651.716/0029-89;SUPRICORP SUPRIMENTOS LTDA;78341;31/12/2021;41,85;31/12/2021;12,95;Calculado
61.082.491/0020-14;VILLAGE MATERIAIS DE ACABAMENTO LTDA;4322;31/12/2021;83,96;31/12/2021;6,87;Calculado
47.427.653/0003-87;MAKRO ATACADISTA S A;264241;31/12/2021;404,49;31/12/2021;0;Calculado
43.927.417/0001-07;SUPERMERCADO PICCIN LT;316828;31/12/2021;111,9;31/12/2021;25,26;Calculado
02.967.761/0009-08;CASA DAS SERRAS COMERCIAL LTDA;1795858;31/12/2021;197,61;31/12/2021;0;Calculado
71.676.316/0008-12;SUPERMERCADOS MAMBO LTDA.;13132;31/12/2021;39,9;31/12/2021;5,58;Calculado
47.508.411/0288-32;CIA BRASILEIRA DE DISTRIBUICAO;118919;31/12/2021;32,36;31/12/2021;0;Calculado
45.543.915/0067-08;CARREFOUR COMERCIO E INDUSTRIA LTDA;44292;31/12/2021;142,45;31/12/2021;0;Calculado
07.583.041/0001-05;COMERCIAL CHOCOLANDIA LTDA;53334;31/12/2021;43,6;31/12/2021;0;Calculado
34.347.772/0001-16;MARBELLA COMERCIO DE CALCADOS E VESTUARIO LTDA;19607;31/12/2021;107,96;31/12/2021;17,22;Calculado
45.543.915/0039-54;CARREFOUR COMERCIO E INDUSTRIA LTDA;100617;31/12/2021;134,03;31/12/2021;0;Calculado
03.476.811/0230-11;DIA BRASIL SOCIEDADE LIMITADA;166761;31/12/2021;15,41;31/12/2021;0;Calculado
07.013.199/0005-65;SUPERMERCADO E RESTAURANTE JVA EIRELI;46984;31/12/2021;179,76;31/12/2021;0,93;Calculado
45.543.915/0334-38;CARREFOUR COMERCIO E INDUSTRIA LTDA;756623;31/12/2021;68,91;31/12/2021;0;Calculado
62.545.579/0008-00;COMERCIAL DE ALIMENTOS CARREFOUR LTDA.;162286;31/12/2021;407,97;31/12/2021;0;Calculado
45.543.915/0218-55;CARREFOUR COMERCIO E INDUSTRIA LTDA;332675;31/12/2021;24,66;31/12/2021;0;Calculado
34.347.772/0001-16;MARBELLA COMERCIO DE CALCADOS E VESTUARIO LTDA;19599;31/12/2021;114,98;31/12/2021;18,34;Calculado
12.539.517/0002-13;707 AUTO SERVICO DE ALIMENTOS LTDA;71543;31/12/2021;157,32;31/12/2021;0;Calculado
02.914.460/0371-51;SEARA ALIMENTOS LTDA;46380;31/12/2021;42,74;31/12/2021;0;Calculado
10.309.828/0001-80;PADARIA E CONFEITARIA PANETTERIA ZN GOURMET LTDA;414668;31/12/2021;45,3;04/01/2022;0;Calculado
13.533.862/0001-21;CHIBRAS SUPERMERCADO LTDA;229614;31/12/2021;273,35;31/12/2021;0;Calculado
61.099.834/0005-14;ARTHUR LUNDGREN TECIDOS S A CASAS PERNAMBUCANAS;23638;31/12/2021;19,99;31/12/2021;0;Calculado
52.770.385/0001-70;MASSAS MORDINI LTDA;25375;31/12/2021;183,29;31/12/2021;16,5;Calculado
61.585.865/1184-03;RAIA DROGASIL S A;99245;31/12/2021;27,32;31/12/2021;0,72;Calculado
28.649.646/0001-13;ALVARO SOARES DE QUEIROZ FILHO;9277;31/12/2021;89,68;31/12/2021;9,67;Calculado
47.508.411/0307-30;CIA BRASILEIRA DE DISTRIBUICAO;89875;31/12/2021;131,32;31/12/2021;0;Calculado
47.508.411/0486-04;CIA BRASILEIRA DE DISTRIBUICAO;64583;31/12/2021;99,84;31/12/2021;0;Calculado
35.929.117/0001-39;BW COMERCIO DE ALIMENTOS LTDA;25222;31/12/2021;489,94;31/12/2021;0;Calculado
02.914.460/0362-60;SEARA ALIMENTOS LTDA;20345;31/12/2021;29,92;31/12/2021;0;Calculado
53.153.938/0004-50;COBASI COMERCIO DE PRODUTOS BASICOS E INDUSTRIALIZADOS S A;639067;31/12/2021;77,3;31/12/2021;3,19;Calculado
15.215.922/0001-93;COMERCIAL TATENO DELIHOUSE LTDA;206579;31/12/2021;95,05;31/12/2021;5,73;Calculado
30.584.118/0001-75;EGB e DSG SUPERMERCADO LTDA;8348;31/12/2021;12,14;31/12/2021;0;Calculado
37.433.681/0001-91;LUANDA FERREIRA GARCIA;63185;31/12/2021;76,36;31/12/2021;0;Calculado
61.585.865/0997-78;RAIADROGASIL S/A;4085;31/12/2021;23,09;31/12/2021;0;Calculado
56.035.512/0001-48;VIEL VIEL e CIA LTDA;229119;31/12/2021;256,9;31/12/2021;1,97;Calculado
28.859.624/0001-88;SACOLAO VILA DAS MERCES LTDA;319848;31/12/2021;82,98;31/12/2021;2,61;Calculado
02.928.162/0001-10;COML DE ALIMENTOS TAKARA MUTINGA LTDA;285605;31/12/2021;31,97;31/12/2021;6,45;Calculado
06.057.223/0269-95;SENDAS DISTRIBUIDORA S A;255847;31/12/2021;75,02;31/12/2021;0;Calculado
53.045.266/0010-08;JAD ZOGHEIB e CIA LTDA;393059;31/12/2021;241,21;31/12/2021;13,81;Calculado
43.946.170/0001-76;GP MARKET COMERCIO DE GENEROS ALIMENTICIOS LTDA;7906;31/12/2021;97,52;31/12/2021;0,56;Calculado
44.480.747/0001-60;ANDORINHA SUPERMERCADO LT;205614;31/12/2021;168,16;31/12/2021;2,37;Calculado
52.130.481/0025-20;DAVO SUPERMERCADOS LTDA;43538;31/12/2021;141,93;31/12/2021;32,13;Calculado
15.436.940/0003-67;AMAZON SERVICOS DE VAREJO DO BRASIL LTDA;21453751;31/12/2021;36,4;31/12/2021;0;Calculado
67.616.128/0001-55;AYUMI SUPERMERCADOS LTDA - 1;54062;31/12/2021;58,25;31/12/2021;0;Calculado
67.616.128/0001-55;AYUMI SUPERMERCADOS LTDA - 1;54063;31/12/2021;104,29;31/12/2021;0;Calculado
30.297.195/0002-25;FACI.LY SOLUCOES E TECNOLOGIA LTDA.;19052387;31/12/2021;11,96;31/12/2021;0;Calculado
00.776.574/0022-80;Americanas S.A;18659023;30/12/2021;381,49;30/12/2021;0;Calculado
61.412.110/0895-47;DROGARIA SAO PAULO S.A;97434;30/12/2021;214,3;30/12/2021;0;Calculado
97.536.595/0001-36;DAVVERO PIZZA EIRELI;70583;30/12/2021;91,67;31/12/2021;0,58;Calculado
01.937.635/0011-54;SONDA SUPERMERCADOS EXPORTACAO E IMPORTACAO S A;83729;30/12/2021;250,09;31/12/2021;22,69;Calculado
04.972.092/0027-61;GRUPO FARTURA DE HORTIFRUT S A;208427;30/12/2021;31,79;30/12/2021;3,39;Calculado
52.130.481/0024-40;DAVO SUPERMERCADOS LTDA;29208;30/12/2021;89,91;30/12/2021;19,56;Calculado
26.575.643/0001-57;POLO WEAR ATIBAIA COMERCIO DE CONFECCOES LTDA;18552;30/12/2021;80;30/12/2021;0;Calculado
47.508.411/0288-32;CIA BRASILEIRA DE DISTRIBUICAO;246047;30/12/2021;24,2;30/12/2021;0;Calculado
47.508.411/0965-95;CIA BRASILEIRA DE DISTRIBUICAO;137564;30/12/2021;2,45;30/12/2021;0;Calculado
56.527.062/0058-46;SUPERMERCADO HIROTA LT;91813;30/12/2021;17,72;31/12/2021;0,04;Calculado
17.261.661/0007-69;OUTBACK STEAKHOUSE RESTAURANTES BRASIL S A;260440;30/12/2021;64,89;30/12/2021;1,84;Calculado
93.015.006/0034-81;CIA ZAFFARI COM E IND - LOJA 100;9386;30/12/2021;69,66;30/12/2021;0;Calculado
43.925.398/0001-80;ENOC RESTAURANTE LTDA;26;30/12/2021;1611,8;30/12/2021;0,29;Calculado
47.508.411/2643-07;CIA BRASILEIRA DE DISTRIBUICAO;974;30/12/2021;57,11;30/12/2021;0;Calculado
05.868.574/0036-20;COMERCIAL ZARAGOZA IMPORTACAO E EXPORTACAO LTDA;122447;30/12/2021;110,47;30/12/2021;0;Calculado
05.868.574/0036-20;COMERCIAL ZARAGOZA IMPORTACAO E EXPORTACAO LTDA;73158;30/12/2021;584,86;30/12/2021;0;Calculado
52.130.481/0002-34;DAVO SUPERMERCADOS LTDA;60151;30/12/2021;165,33;30/12/2021;60,8;Calculado
47.508.411/0486-04;CIA BRASILEIRA DE DISTRIBUICAO;91622;30/12/2021;82,19;30/12/2021;0;Calculado
34.906.443/0001-68;EXAME LTDA;16196;30/12/2021;12,6;30/12/2021;0;Calculado
30.232.840/0001-40;SANTA LUCIA ALIMENTOS ORGANICOS EIRELI;52262;30/12/2021;267,8;30/12/2021;5,53;Calculado
03.840.986/0058-31;SAINT-GOBAIN DISTRIBUICAO BRASIL LT;423800;30/12/2021;1223,14;30/12/2021;0;Calculado
67.954.404/0003-57;SS COM DE ALIMENTOS LT;264840;30/12/2021;45,47;30/12/2021;2,94;Calculado
09.491.640/0001-16;RODOSNACK MAIRIPORA LANCHONETE E RESTAURANTE LTDA;193640;30/12/2021;71,6;30/12/2021;0,45;Calculado
62.545.579/0023-30;COMERCIAL DE ALIMENTOS CARREFOUR LTDA.;68887;30/12/2021;169,84;30/12/2021;0;Calculado
09.436.733/0001-48;SUPERMERCADO AKI TUDO LTDA;378212;30/12/2021;314,9;31/12/2021;36,96;Calculado
04.972.092/0034-90;GRUPO FARTURA DE HORTIFRUT S A;40146;30/12/2021;31,71;31/12/2021;6,72;Calculado
47.508.411/1092-47;CIA BRASILEIRA DE DISTRIBUICAO;94942;30/12/2021;29,15;30/12/2021;0;Calculado
48.076.228/0014-06;ARMARINHOS FERNANDO LTDA;6248;30/12/2021;12,8;30/12/2021;0;Calculado
47.508.411/0288-32;CIA BRASILEIRA DE DISTRIBUICAO;118827;30/12/2021;185,03;30/12/2021;0;Calculado
47.508.411/0307-30;CIA BRASILEIRA DE DISTRIBUICAO;89812;30/12/2021;721;30/12/2021;0;Calculado
21.129.914/0001-27;BONNARO COMERCIO E REPRESENTACAO LTDA;3584;30/12/2021;144,9;30/12/2021;0;Calculado
61.585.865/2037-70;RAIA DROGASIL S A;59883;30/12/2021;102,58;30/12/2021;1,06;Calculado
00.776.574/0582-35;americanas sa - 1496;11676;30/12/2021;22,97;30/12/2021;0;Calculado
02.543.945/0004-28;ULTRAFARMA SAUDE EIRELI;172854;30/12/2021;17,27;30/12/2021;0;Calculado
52.130.481/0024-40;DAVO SUPERMERCADOS LTDA;25041;30/12/2021;89,91;31/12/2021;19,56;Calculado
60.621.992/0005-20;SUPER MERCADO YAMAUCHI LTDA.;76099;30/12/2021;293,78;30/12/2021;62,99;Calculado
08.818.120/0001-02;BOSQUE DA SAUDE CENTER CARNES LTDA;161192;30/12/2021;66,6;30/12/2021;7,85;Calculado
47.427.653/0011-97;MAKRO ATACADISTA S A;277896;30/12/2021;247,07;30/12/2021;0;Calculado
61.585.865/0187-94;RAIA DROGASIL S A;15063;30/12/2021;61,11;30/12/2021;1,18;Calculado
05.241.596/0021-89;DROGARIA NOVA DM LTDA;362348;30/12/2021;53,66;30/12/2021;3,4;Calculado
52.974.011/0001-76;GRANATA COMERCIO DE CONFECCOES EIRELI;47984;30/12/2021;230;30/12/2021;188,76;Calculado
11.845.094/0001-16;CRISTINA AKIKO SHIRAKAWA;18120;30/12/2021;25,2;31/12/2021;11,46;Calculado
01.937.635/0006-97;SONDA SUPERMERCADOS EXPORTACAO E IMPORTACAO S A;172927;30/12/2021;19,26;30/12/2021;3,53;Calculado
52.130.481/0002-34;DAVO SUPERMERCADOS LTDA;42384;30/12/2021;39,66;30/12/2021;14,58;Calculado
61.412.110/0300-62;DROGARIA SAO PAULO S.A;129945;30/12/2021;64,8;30/12/2021;0;Calculado
49.618.556/0002-16;SUPERMERCADOS CAETANO LTDA ;160847;30/12/2021;149,05;30/12/2021;4,95;Calculado
06.057.223/0283-43;SENDAS DISTRIBUIDORA S A;70577;30/12/2021;312,11;30/12/2021;0;Calculado
26.577.519/0001-20;SUELEN CRISTINA DE QUADROS SILVA;51745;30/12/2021;45,09;30/12/2021;0;Calculado
44.480.747/0001-60;ANDORINHA SUPERMERCADO LT;218812;30/12/2021;931,38;30/12/2021;13,13;Calculado
26.575.643/0001-57;POLO WEAR ATIBAIA COMERCIO DE CONFECCOES LTDA;6916;30/12/2021;119,99;30/12/2021;0;Calculado
37.381.782/0001-66;CELEIRO DAS FRUTAS LTDA;40457;30/12/2021;24,8;30/12/2021;0;Calculado
47.508.411/1091-66;CIA BRASILEIRA DE DISTRIBUICAO;101656;30/12/2021;311,44;30/12/2021;0;Calculado
64.770.167/0006-29;CASTELINHO DA PAMONHA LTDA;181763;30/12/2021;52;31/12/2021;66,31;Calculado
92.754.738/0148-99;LOJAS RENNER S.A.;19476;30/12/2021;59,9;30/12/2021;0;Calculado
47.508.411/1691-42;CIA BRASILEIRA DE DISTRIBUICAO;105901;30/12/2021;273,37;30/12/2021;0;Calculado
05.868.574/0036-20;COMERCIAL ZARAGOZA IMPORTACAO E EXPORTACAO LTDA;91371;30/12/2021;3,18;30/12/2021;0;Calculado
01.438.784/0017-64;LEROY MERLIN COMPANHIA BRASILEIRA DE BRICOLAGEM;139761;30/12/2021;42,69;30/12/2021;0;Calculado
02.914.460/0473-86;SEARA ALIMENTOS LTDA;109324;30/12/2021;184,51;30/12/2021;0;Calculado
47.508.411/0959-47;CIA BRASILEIRA DE DISTRIBUICAO;148644;30/12/2021;388,02;30/12/2021;0;Calculado
42.591.651/0129-07;ARCOS DOURADOS COMERCIO DE ALIMENTOS SA;240606;30/12/2021;40,9;30/12/2021;42,11;Calculado
04.742.665/0001-21;MERCADO VIOLETA LTDA;111834;30/12/2021;15,98;30/12/2021;0,6;Calculado
04.946.306/0005-10;DROGARIA MIX I LTDA;72691;30/12/2021;51,85;30/12/2021;15,15;Calculado
61.585.865/0054-63;RAIA DROGASIL S A;42838;30/12/2021;78,24;30/12/2021;1,3;Calculado
45.543.915/0572-99;CARREFOUR COMERCIO E INDUSTRIA LTDA;494453;30/12/2021;19,68;30/12/2021;0;Calculado
15.436.940/0008-71;AMAZON SERVICOS DE VAREJO DO BRASIL LTDA;22324392;30/12/2021;38,46;30/12/2021;0;Calculado
61.099.834/0731-55;ARTHUR LUNDGREN TECIDOS S A CASAS PERNAMBUCANAS;17511;30/12/2021;69,99;30/12/2021;0;Calculado
04.742.665/0002-02;MERCADO VIOLETA LTDA;128838;30/12/2021;71,86;30/12/2021;2,58;Calculado
12.539.517/0002-13;707 AUTO SERVICO DE ALIMENTOS LTDA;464368;30/12/2021;719,41;30/12/2021;0;Calculado
01.937.635/0006-97;SONDA SUPERMERCADOS EXPORTACAO E IMPORTACAO S A;221578;30/12/2021;135,53;30/12/2021;24,84;Calculado
06.626.253/0267-03;EMPREENDIMENTOS PAGUE MENOS S A;135955;30/12/2021;17,99;30/12/2021;2,34;Calculado
47.508.411/0992-68;CIA BRASILEIRA DE DISTRIBUICAO;137339;30/12/2021;329,45;30/12/2021;0;Calculado
13.574.594/0174-04;BK BRASIL OPERACAO E ASSESSORIA A RESTAURANTES S ;48506;30/12/2021;101,9;30/12/2021;0,42;Calculado
61.585.865/1715-50;RAIA DROGASIL S A;129542;30/12/2021;25,29;30/12/2021;0,68;Calculado
45.242.914/0402-39;CeA MODAS S A;18631;30/12/2021;115,97;30/12/2021;77,14;Calculado
01.937.635/0014-05;SONDA SUPERMERCADOS EXPORTACAO E IMPORTACAO S A;46496;30/12/2021;125,78;31/12/2021;5,37;Calculado
47.508.411/1714-73;CIA BRASILEIRA DE DISTRIBUICAO;139035;30/12/2021;20,96;30/12/2021;0;Calculado
08.740.760/0001-47;HORTIFRUTI CELSO GARCIA LTDA;88648;30/12/2021;69,51;30/12/2021;0;Calculado
21.892.925/0006-79;PONTO SANTA CRUZ COMERCIO DE ALIMENTOS LTDA;67657;30/12/2021;38,8;30/12/2021;22,77;Calculado
47.508.411/1691-42;CIA BRASILEIRA DE DISTRIBUICAO;13342;30/12/2021;95,82;30/12/2021;0;Calculado
13.574.594/0131-74;BK BRASIL OPERACAO E ASSESSORIA A RESTAURANTES S ;207594;30/12/2021;29,9;30/12/2021;15,94;Calculado
05.241.596/0024-21;DROGARIA NOVA DM LTDA;242575;30/12/2021;33,89;30/12/2021;5,72;Calculado
13.574.594/0989-00;BK BRASIL OPERACAO E ASSESSORIA A RESTAURANTES S A;87748;30/12/2021;18,9;30/12/2021;19,35;Calculado
12.262.266/0001-91;LIVANTTO RESTAURANTE LTDA;50382;30/12/2021;70,14;30/12/2021;0;Calculado
43.620.048/0001-05;LR PERFUMARIA E HIGIENE PESSOAL LTDA;541;30/12/2021;21;30/12/2021;0,01;Calculado
10.473.915/0001-78;MDWE LTDA;31479;30/12/2021;67,5;30/12/2021;0;Calculado
24.533.229/0005-83;MALURA ALIMENTACAO E ADMINISTRACAO DE NEGOCIOS LT;90405;30/12/2021;65,8;30/12/2021;6,29;Calculado
18.303.320/0002-67;CRESCO COMERCIO DE ALIMENTOS LTDA;146880;30/12/2021;85,29;30/12/2021;0;Calculado
67.624.577/0001-45;MINI MERCADO CHAMA LT;431418;30/12/2021;8,11;30/12/2021;0;Calculado
57.508.426/0025-45;COOP COOPERATIVA DE CONSUMO;102209;30/12/2021;46,95;31/12/2021;0;Calculado
61.192.795/0002-52;DIAS PASTORINHO S A COMERCIO E INDUSTRIA;242846;30/12/2021;115,95;30/12/2021;2,06;Calculado
15.154.373/0001-94;TAVARES MEDICAMENTOS LTDA;6999;30/12/2021;34,52;30/12/2021;0;Calculado
01.874.166/0009-57;MASTER ATS SUPERMERCADOS LTDA;235763;30/12/2021;88,62;30/12/2021;14,33;Calculado
59.276.790/0024-71;COMERCIAL OSWALDO CRUZ LIMITADA;254226;30/12/2021;121,16;30/12/2021;15,08;Calculado
45.543.915/0357-24;CARREFOUR COMERCIO E INDUSTRIA LTDA;102818;30/12/2021;30,06;30/12/2021;0;Calculado
66.176.306/0001-01;FRIGOYAMA COMERCIO DE ALIMENTOS LTDA;173499;30/12/2021;73,78;31/12/2021;2,16;Calculado
07.047.427/0001-94;PET MAXI COMERCIO DE ARTIGOS PARA ANIMAIS LTDA;198650;30/12/2021;43,24;30/12/2021;15,18;Calculado
19.869.558/0001-36;RAH COMERCIO DE PANIFICACAO EIRELI;44180;30/12/2021;22,41;30/12/2021;0,16;Calculado
03.139.761/0030-51;NOVASOC COMERCIAL LTDA;288913;30/12/2021;100;30/12/2021;0;Calculado
15.800.103/0001-03;COMERCIO VAREJISTA DE COMBUSTIVEIS VELOZ LTDA;64787;30/12/2021;231,48;30/12/2021;4,94;Calculado
45.543.915/0357-24;CARREFOUR COMERCIO E INDUSTRIA LTDA;189442;30/12/2021;197,85;30/12/2021;0;Calculado
34.134.667/0005-22;COMERCIO DE DOCES IMPERIAL GOLD EIRELI;279245;30/12/2021;5,91;30/12/2021;0,27;Calculado
26.677.728/0001-46;LEITURA LIGHT LIV.PAPEL.LTDA;31493;30/12/2021;41,44;30/12/2021;0;Calculado
25.298.301/0001-74;CENTRO AUTOMOTIVO GABRIEL SARAIVA LTDA;65810;30/12/2021;100;30/12/2021;0,65;Calculado
61.099.834/0272-00;ARTHUR LUNDGREN TECIDOS S A CASAS PERNAMBUCANAS;17865;30/12/2021;79,99;30/12/2021;0;Calculado
08.991.715/0001-65;BOMBONIERE BRIGADEIRO LTDA;501854;30/12/2021;127,58;30/12/2021;0,23;Calculado
03.476.811/0606-42;DIA BRASIL SOCIEDADE LIMITADA;11503;30/12/2021;39,14;30/12/2021;0;Calculado
61.192.795/0023-87;DIAS PASTORINHO S A COMERCIO E INDUSTRIA;39545;30/12/2021;162,18;30/12/2021;10,47;Calculado
26.685.136/0001-76;OHANA COMERCIO DE BOLSAS EIRELI;62771;30/12/2021;421,65;30/12/2021;103,8;Calculado
05.800.256/0024-93;ROLDAO AUTO SERVICO COMERCIO DE ALIMENTOS S A;121375;30/12/2021;406,52;30/12/2021;0;Calculado
61.192.795/0023-87;DIAS PASTORINHO S A COMERCIO E INDUSTRIA;19301;30/12/2021;153,45;30/12/2021;9,9;Calculado
47.508.411/2103-98;CIA BRASILEIRA DE DISTRIBUICAO;111731;30/12/2021;47,44;30/12/2021;0;Calculado
21.661.226/0001-03;JANIERO CONFECCOES EIRELLI ME;24938;30/12/2021;300,11;30/12/2021;0;Calculado
61.585.865/0240-93;RAIADROGASIL S/A;924125;30/12/2021;143,94;30/12/2021;0;Calculado
28.392.922/0001-00;NR COMERCIO DE CALCADOS LTDA - EPP;3414;30/12/2021;139,9;30/12/2021;0;Calculado
06.057.223/0415-28;SENDAS DISTRIBUIDORA S A;48273;30/12/2021;311,01;30/12/2021;0;Calculado
01.937.635/0020-45;SONDA SUPERMERCADOS EXPORTACAO E IMPORTACAO S A;108374;30/12/2021;91,16;30/12/2021;7,31;Calculado
02.432.084/0001-68;COMERCIO E SERVICOS MISCAR LTDA;19577;30/12/2021;439;30/12/2021;0;Calculado
12.300.355/0001-85;CASA DE CARNES ALFA IPIRANGA LTDA;35294;30/12/2021;24,94;30/12/2021;0,53;Calculado
37.752.864/0002-50;V N FERNANDES SOLUCOES DE ECOMMERCE;220265;30/12/2021;84,5;30/12/2021;0;Calculado
