CNPJ emit.;Emitente;No.;Data Emissão;Valor NF;Data Registro;Créditos;Situação do Crédito
37.798.290/0002-51;AMERICAN BURGUER BRASIL COMERCIO DE ALIMENTOS LTDA;5222;31/12/2020;28,6;31/12/2020;0;Liberado
28.036.840/0001-23;HORTIFRUTI TURMALINA LTDA;6351;31/12/2020;71,48;31/12/2020;3,24;Liberado
01.906.417/0002-61;SUPERMERCADOS PRECO IDEAL LTDA;39050;31/12/2020;171,81;31/12/2020;3,21;Liberado
47.508.411/0289-13;CIA BRASILEIRA DE DISTRIBUICAO;66527;31/12/2020;319,75;31/12/2020;0;Liberado
35.426.990/0005-32;FHE FERREIRA COMERCIO DE PRODUTOS ALIMENTICIOS E ;6026;31/12/2020;77,56;31/12/2020;196,68;Liberado
02.664.171/0001-40;MERCADO REAL PIRITUBA LTDA;110082;31/12/2020;22,57;31/12/2020;4,05;Liberado
06.057.223/0244-37;SENDAS DISTRIBUIDORA S A;233083;31/12/2020;304,57;31/12/2020;0;Liberado
01.937.635/0022-07;SONDA SUPERMERCADOS EXPORTACAO E IMPORTACAO S A;223167;31/12/2020;52,45;31/12/2020;19,89;Liberado
29.202.200/0001-09;JOMATOS SUPERMERCADO LTDA;229733;31/12/2020;58,7;31/12/2020;16,16;Liberado
47.508.411/0006-60;CIA BRASILEIRA DE DISTRIBUICAO;58168;31/12/2020;240,42;31/12/2020;0;Liberado
46.377.727/0080-97;CAEDU COM. VAREJISTA DE ARTIGOS DO VESTUARIO LTDA.;23296;31/12/2020;39,99;31/12/2020;0;Liberado
02.914.460/0371-51;SEARA ALIMENTOS LTDA;37096;31/12/2020;24,24;31/12/2020;0;Liberado
18.303.320/0007-71;CRESCO COMERCIO DE ALIMENTOS LTDA;70568;31/12/2020;247,3;31/12/2020;51,05;Liberado
71.581.573/0001-02;MILEH COMERCIO DE LOUCAS ARTIGOS DOMESTICOS LTDA;20572;31/12/2020;89,8;31/12/2020;25,67;Liberado
45.543.915/0083-28;CARREFOUR COMERCIO E INDUSTRIA LTDA;128964;31/12/2020;189,04;31/12/2020;0;Liberado
47.508.411/0288-32;CIA BRASILEIRA DE DISTRIBUICAO;134089;31/12/2020;7,57;31/12/2020;0;Liberado
11.743.139/0001-41;SACOLAO DO BIDU LTDA;52626;31/12/2020;57,31;31/12/2020;14,49;Liberado
30.037.163/0001-00;KOUFUKU COMERCIO DE PRODUTOS ORIENTAIS LTDA;21549;31/12/2020;122,1;31/12/2020;7,56;Liberado
61.412.110/0114-32;DROGARIA SAO PAULO SA;53031;31/12/2020;25,49;31/12/2020;0;Liberado
05.338.625/0002-62;SAO FRANCISCO COMERCIO HORTI FRUTI LTDA;222782;31/12/2020;29,13;31/12/2020;0;Liberado
04.909.888/0001-30;AUTO POSTO RIO DA PRATA LTDA;372145;31/12/2020;128;31/12/2020;6,73;Liberado
02.914.460/0343-06;SEARA ALIMENTOS LTDA;12058;31/12/2020;118,42;31/12/2020;0;Liberado
62.647.045/0001-00;SUPERMERCADOS YAYA LT;60050;31/12/2020;52,64;31/12/2020;9,45;Liberado
46.377.727/0080-97;CAEDU COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO SA;14634;31/12/2020;59,99;31/12/2020;0;Liberado
71.676.316/0013-80;SUPERMERCADOS MAMBO LTDA.;16724;31/12/2020;366,68;31/12/2020;0;Liberado
45.242.914/0179-20;CeA MODAS S A;59277;31/12/2020;169,98;31/12/2020;276,1;Liberado
31.950.810/0001-32;BELLA BOLOS FINOS EIRELI;33888;31/12/2020;98,36;31/12/2020;0,77;Liberado
08.824.629/0001-68;MERCADINHO e ROTISSERIE BOA PRACA LTDA;430294;31/12/2020;10,64;31/12/2020;9,82;Liberado
61.585.865/1394-00;RAIA DROGASIL S A;7892;31/12/2020;84,51;31/12/2020;5,21;Liberado
60.479.680/0012-52;PEG PESE SUPERMERCADOS IMPORTACAO E EXPORTACAO LT;34185;31/12/2020;223,76;31/12/2020;119,51;Liberado
47.508.411/2135-75;CIA BRASILEIRA DE DISTRIBUICAO;61706;31/12/2020;8,25;31/12/2020;0;Liberado
67.925.701/0001-02;COMERCIO DE CARNES SILVA BUENO LTDA;78137;31/12/2020;134,95;31/12/2020;27,48;Liberado
62.545.579/0008-00;COMERCIAL DE ALIMENTOS CARREFOUR LTDA.;118683;31/12/2020;123,84;31/12/2020;19,31;Liberado
53.153.938/0028-28;COBASI COMERCIO DE PRODUTOS BASICOS E INDUSTRIALIZADOS LTDA;69674;31/12/2020;111,3;31/12/2020;41,81;Liberado
75.315.333/0097-50;ATACADAO S A;25707;31/12/2020;131,72;31/12/2020;44,08;Liberado
06.170.262/0001-80;CHARMY COSMETICOS COMERCIO DE PERFUMARIA LTDA;21070;31/12/2020;36,9;31/12/2020;0;Liberado
17.254.380/0001-93;SIMOES e NEILA COMERCIO HORTIFRUTI LTDA;2509;31/12/2020;125,51;31/12/2020;4,97;Liberado
12.300.355/0001-85;CASA DE CARNES ALFA IPIRANGA LTDA;959;31/12/2020;115,18;31/12/2020;10,98;Liberado
05.248.899/0001-80;MHM SUPERMERCADOS LTDA;235204;31/12/2020;36,64;31/12/2020;0,45;Liberado
03.476.811/0237-98;DIA BRASIL SOCIEDADE LIMITADA;55078;31/12/2020;141,37;31/12/2020;0;Liberado
64.756.331/0001-39;LAPA COML HORTIFRUTIGRAN LT;66212;31/12/2020;77,96;31/12/2020;1,75;Liberado
11.521.659/0001-00;HORTI FRUTTI CORUJAS LTDA;378983;31/12/2020;95,52;31/12/2020;5,3;Liberado
46.377.727/0080-97;CAEDU COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO SA;19410;31/12/2020;39,99;31/12/2020;0;Liberado
43.283.811/0174-78;KALUNGA SA;296733;31/12/2020;39,8;31/12/2020;0;Liberado
11.705.781/0001-36;MERCADAO DE CARNES E MERCEARIA NOVA MUTINGA LTDA;39102;31/12/2020;95,66;31/12/2020;4,66;Liberado
44.358.067/0027-07;CASA AVENIDA COMERCIO E IMPORTACAO LTDA;337385;31/12/2020;13,87;31/12/2020;8,71;Liberado
24.813.998/0001-01;DUDA MODA FEMININA MASCULINA e INFANTIL LTDA;1101;31/12/2020;67,96;31/12/2020;0;Liberado
12.300.355/0001-85;CASA DE CARNES ALFA IPIRANGA LTDA;269864;31/12/2020;90,19;31/12/2020;8,6;Liberado
17.343.551/0002-31;COMERCIAL DE ALIMENTOS IPANEMA FOODS - EIRELI (VM);45435;31/12/2020;80,25;31/12/2020;3,63;Liberado
58.254.152/0001-09;PANIFICADORA CRISTO REDENTOR LTDA;180507;31/12/2020;45,2;31/12/2020;1,12;Liberado
03.840.986/0010-97;SAINT GOBAIN DISTRIBUICAO BRASIL LTDA;473358;31/12/2020;152,8;31/12/2020;42,39;Liberado
56.527.062/0013-44;SUPERMERCADO HIROTA LT;28089;31/12/2020;498,42;31/12/2020;13,61;Liberado
03.840.986/0010-97;SAINT-GOBAIN DISTRIBUICAO BRASIL LT;828978;31/12/2020;144,9;31/12/2020;0;Liberado
01.438.784/0017-64;LEROY MERLIN COMPANHIA BRASILEIRA DE BRICOLAGEM;8264;31/12/2020;67,9;31/12/2020;0;Liberado
08.824.629/0001-68;MERCADINHO e ROTISSERIE BOA PRACA LTDA;528680;31/12/2020;35,46;31/12/2020;32,74;Liberado
58.699.232/0001-60;EMPREENDIMENTOS RODOV COMER LAGO AZUL LT;385008;31/12/2020;50,1;31/12/2020;7,76;Liberado
47.508.411/0581-54;CIA BRASILEIRA DE DISTRIBUICAO;25441;31/12/2020;281,82;31/12/2020;0;Liberado
02.543.945/0006-90;ULTRAFARMA SAUDE EIRELI - L2 (LOGISTICA);34937400;31/12/2020;251,34;31/12/2020;0;Liberado
30.861.878/0001-82;EEKE MERCEARIA LTDA;6989;31/12/2020;85;31/12/2020;3,64;Liberado
15.070.688/0001-53;AMARO FASHION LTDA;13533308;31/12/2020;279,8;31/12/2020;0;Liberado
45.543.915/0358-05;CARREFOUR COM. E IND. LTDA;273174;31/12/2020;2,95;31/12/2020;0;Liberado
38.384.083/0001-32;CASA DE CARNES E ROTISSERIA FRIBON UNIPESSOAL LTDA;2031;31/12/2020;42,89;31/12/2020;0;Liberado
47.508.411/1714-73;CIA BRASILEIRA DE DISTRIBUICAO;12770;31/12/2020;53,74;31/12/2020;0;Liberado
01.994.214/0001-93;YIHPIM-YA PRESENTES LTDA;48555;31/12/2020;30;31/12/2020;0;Liberado
37.381.782/0001-66;CELEIRO DAS FRUTAS LTDA;6419;31/12/2020;31,39;31/12/2020;0;Liberado
53.153.938/0050-96;COBASI COMERCIO DE PRODUTOS BASICOS E INDUSTRIALI;180352;31/12/2020;1116,07;31/12/2020;259,92;Liberado
02.928.162/0001-10;COML DE ALIMENTOS TAKARA MUTINGA LTDA;134630;31/12/2020;13,08;31/12/2020;3,94;Liberado
01.512.104/0060-06;ESPACO DO B E AROM LTDA ECOM OB;333137;31/12/2020;98,15;31/12/2020;0;Liberado
04.733.136/0001-61;VOVO ZUZU COMERCIAL DE ALIMENTOS LTDA;235312;31/12/2020;178,27;31/12/2020;2,59;Liberado
03.859.537/0001-08;SUPERMERCADO NOVA ESMERALDA DE PRAIA GRA;681565;31/12/2020;30,75;03/01/2021;18,34;Liberado
44.281.582/0001-05;LATICINIOS CANTERAS LTDA - EPP;478885;31/12/2020;254,12;20/01/2021;0;Liberado
45.543.915/0358-05;CARREFOUR COM. E IND. LTDA;95933;30/12/2020;170,98;30/12/2020;0;Liberado
45.543.915/0358-05;CARREFOUR COM. E IND. LTDA;95932;30/12/2020;265,16;30/12/2020;0;Liberado
33.014.556/0120-11;LOJAS AMERICANAS S/A;80678;30/12/2020;86,95;30/12/2020;0;Liberado
71.605.265/0048-25;MASTER FORMULA FARMACIA DE MANIPULACAO LTDA;38885;30/12/2020;50,22;30/12/2020;0;Liberado
04.814.447/0001-55;OXIGENIO LANCHONETE E BAR LTDA;66888;30/12/2020;34,9;30/12/2020;5,65;Liberado
26.400.383/0001-89;HELOFARMA COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;87331;30/12/2020;24,27;31/12/2020;0,77;Liberado
75.315.333/0229-35;ATACADAO S A;1372;30/12/2020;85,76;30/12/2020;0;Liberado
03.466.254/0001-98;PIZZARIA CHARM DO IPIRANGA LTDA;13192;30/12/2020;36,9;30/12/2020;0,86;Liberado
17.895.636/0001-41;RESTAURANTE ESTANCIA CAIPIRA SP LTDA;195091;30/12/2020;124,68;30/12/2020;79,69;Liberado
75.315.333/0229-35;ATACADAO S A;1371;30/12/2020;360,57;30/12/2020;0;Liberado
03.840.986/0010-97;SAINT GOBAIN DISTRIBUICAO BRASIL LTDA;473266;30/12/2020;182,29;30/12/2020;50,58;Liberado
45.827.425/0017-74;SUPERMERCADOS IRMAOS LOPES S A;234410;30/12/2020;98,72;30/12/2020;10,05;Liberado
11.517.841/0052-37;COMPANHIA SULAMERICANA DE DISTRIBUICAO;65995;30/12/2020;21,97;30/12/2020;11,96;Liberado
13.574.594/1007-35;BK BRASIL OPERACAO E ASSESSORIA A RESTAURANTES S ;16438;30/12/2020;97,1;30/12/2020;108,82;Liberado
55.615.538/0002-83;COMERCIAL TICAZO HIRATA S A;176105;30/12/2020;165,34;30/12/2020;129,18;Liberado
61.412.110/0095-35;DROGARIA SAO PAULO SA;39755;30/12/2020;188,72;30/12/2020;0;Liberado
33.014.556/0145-70;LOJAS AMERICANAS S/A;28337;30/12/2020;15,48;30/12/2020;0;Liberado
45.543.915/0006-96;CARREFOUR COMERCIO E INDUSTRIA LTDA;160247;30/12/2020;46,39;30/12/2020;0;Liberado
50.970.342/0001-02;DUTRA MAQUINAS COMERCIAL E TECNICA LTDA;399388;30/12/2020;105,7;30/12/2020;0;Liberado
01.937.635/0020-45;SONDA SUPERMERCADOS EXPORTACAO E IMPORTACAO S A;64957;30/12/2020;167,13;30/12/2020;14,16;Liberado
07.913.667/0001-24;SANTO ABITO COMERCIO DE CONFECCOES DE ROUPAS LTDA;9458;30/12/2020;119,9;30/12/2020;0;Liberado
67.616.128/0005-89;MERCADINHO AYUMI LTDA;299164;30/12/2020;340,45;30/12/2020;181,95;Liberado
17.879.936/0001-37;SACOLAO STA CATARINA LTDA;128144;30/12/2020;153,56;30/12/2020;3,1;Liberado
01.937.635/0009-30;SONDA SUPERMERCADOS EXPORTACAO E IMPORTACAO S A;73961;30/12/2020;62,04;30/12/2020;18,57;Liberado
53.153.938/0010-07;COBASI COMERCIO DE PRODUTOS BASICOS E INDUSTRIALI;358570;30/12/2020;7;30/12/2020;0,3;Liberado
10.250.585/0004-02;5M COMERCIO ATACADISTA E VAREJISTA DE ALIMENTOS L;365514;30/12/2020;16;30/12/2020;0,11;Liberado
32.889.171/0001-00;VILLATACADO ALIMENTOS E BEBIDAS LTDA;2838;30/12/2020;111,63;30/12/2020;0;Liberado
17.574.231/0023-17;FASHION BUSINESS COMERCIO DE ROUPAS LTDA;13184;30/12/2020;99,9;30/12/2020;0;Liberado
61.192.795/0023-87;DIAS PASTORINHO S A COMERCIO E INDUSTRIA;36137;30/12/2020;15,02;30/12/2020;0,89;Liberado
47.508.411/2103-98;CIA BRASILEIRA DE DISTRIBUICAO;904;30/12/2020;129,69;30/12/2020;0;Liberado
10.250.585/0004-02;5M COMERCIO ATACADISTA E VAREJISTA DE ALIMENTOS LTDA;214595;30/12/2020;230,69;30/12/2020;1,59;Liberado
09.509.581/0001-66;EMPORIO VILLAMARIN LTDA;94542;30/12/2020;29,69;30/12/2020;4,62;Liberado
10.250.585/0002-32;5M COMERCIO ATACADISTA E VAREJISTA DE ALIMENTOS LTDA;183839;30/12/2020;128,85;30/12/2020;0,89;Liberado
04.742.665/0001-21;MERCADO VIOLETA LTDA;57291;30/12/2020;174,16;30/12/2020;21,39;Liberado
61.412.110/0807-52;DROGARIA SAO PAULO S.A;63673;30/12/2020;110,36;30/12/2020;0;Liberado
03.476.811/0728-10;DIA BRASIL SOCIEDADE LIMITADA;146496;30/12/2020;35,18;30/12/2020;0;Liberado
33.041.260/1004-60;VIA VAREJO S/A;14113;30/12/2020;569;30/12/2020;0;Liberado
43.283.811/0013-93;KALUNGA SA;914583;30/12/2020;80,1;30/12/2020;0;Liberado
51.000.081/0001-60;AUTO POSTO MICHELE LT;122683;30/12/2020;120;30/12/2020;0;Liberado
45.543.915/0357-24;CARREFOUR COMERCIO E INDUSTRIA LTDA;107118;30/12/2020;311,16;30/12/2020;0;Liberado
12.539.517/0002-13;707 AUTO SERVICO DE ALIMENTOS LTDA;102673;30/12/2020;80,49;30/12/2020;2,23;Liberado
62.176.763/0001-45;IRMAOS KUROBA LTDA;14191;30/12/2020;89,25;31/12/2020;55,88;Liberado
57.508.426/0025-45;COOP COOPERATIVA DE CONSUMO;179372;30/12/2020;18,94;30/12/2020;4,07;Liberado
47.427.653/0014-30;MAKRO ATACADISTA S A;12503;30/12/2020;612,13;30/12/2020;0;Liberado
73.023.343/0002-26;TUDEM COMERCIO DE EMBALAGENS E DESCARTAVEIS LTDA ;3768;30/12/2020;34,65;30/12/2020;0;Liberado
62.545.579/0011-05;COMERCIAL DE ALIMENTOS CARREFOUR LTDA.;71801;30/12/2020;588,27;30/12/2020;88,23;Liberado
61.192.795/0023-87;DIAS PASTORINHO S A COMERCIO E INDUSTRIA;27874;30/12/2020;78,57;30/12/2020;4,67;Liberado
07.976.585/0001-29;R D FURUKAWA COMERCIO DE HORTIFRUTI LTDA;226265;30/12/2020;137,43;30/12/2020;8,73;Liberado
42.591.651/0154-18;ARCOS DOURADOS COMERCIO DE ALIMENTOS SA;421492;30/12/2020;32,8;30/12/2020;80,14;Liberado
67.524.264/0001-15;MERCADINHO MEIWA LTDA;27596;30/12/2020;34,26;30/12/2020;1,44;Liberado
47.508.411/0607-28;CIA BRASILEIRA DE DISTRIBUICAO;65530;30/12/2020;403,89;30/12/2020;0;Liberado
45.543.915/0358-05;CARREFOUR COM. E IND. LTDA;54156;30/12/2020;50,23;30/12/2020;0;Liberado
01.874.166/0012-52;MASTER ATS SUPERMERCADOS LTDA;120159;30/12/2020;25,26;30/12/2020;1,91;Liberado
34.675.618/0001-73;SBR FRESCORES DA VIDA COMERCIO DE SORVETES EIRELI;32678;30/12/2020;34,45;30/12/2020;0;Liberado
37.655.969/0001-00;RAFAEL SATYRO PIERRE;735;30/12/2020;200,92;30/12/2020;11,55;Liberado
12.066.226/0001-74;ALFA COMERCIAL E P. DE SERV. LTDA;84930;30/12/2020;610,04;30/12/2020;0;Liberado
50.973.791/0001-04;GINO MATERIAL MEDICO HOSPITALAR LT;253279;30/12/2020;238,8;30/12/2020;59,11;Liberado
31.993.813/0001-53;LLA COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS E;3639;30/12/2020;38,12;30/12/2020;0;Liberado
61.325.700/0001-40;MUINO e CIA LT;42195;30/12/2020;319,36;30/12/2020;15,34;Liberado
02.914.460/0400-20;SEARA ALIMENTOS LTDA;15315;30/12/2020;50,84;30/12/2020;0;Liberado
01.876.433/0001-78;A.L. Corral Comercio e Servico Ltda-Me;27695;30/12/2020;471,74;30/12/2020;0;Liberado
61.412.110/0656-05;DROGARIA SAO PAULO S.A;32244;30/12/2020;51,83;30/12/2020;0;Liberado
11.377.588/0034-81;ADISER COMERCIO DE ALIMENTOS LTDA;170007;30/12/2020;27,8;30/12/2020;3,54;Liberado
05.800.256/0010-98;ROLDAO AUTO SERVICO COMERCIO DE ALIMENTOS S A;65071;30/12/2020;647,8;30/12/2020;0;Liberado
05.090.321/0001-48;ANDREIA ONAGA PERFUMARIA;51500;30/12/2020;96,88;30/12/2020;28,19;Liberado
45.543.915/0181-29;CARREFOUR COMERCIO E INDUSTRIA LTDA;229298;30/12/2020;274,32;30/12/2020;0;Liberado
61.585.865/0723-06;RAIA DROGASIL S A;7818;30/12/2020;17,49;30/12/2020;0,56;Liberado
47.508.411/0285-90;CIA BRASILEIRA DE DISTRIBUICAO;41474;30/12/2020;147,84;30/12/2020;0;Liberado
10.258.603/0004-94;H M F SUPERMERCADOS LTDA;275921;30/12/2020;47,34;30/12/2020;37,93;Liberado
10.258.603/0004-94;H M F SUPERMERCADOS LTDA;275920;30/12/2020;65,76;30/12/2020;52,69;Liberado
45.242.914/0172-53;CeA MODAS S A;70084;30/12/2020;19,99;30/12/2020;31,41;Liberado
07.976.585/0001-29;R D FURUKAWA COMERCIO DE HORTIFRUTI LTDA;396343;30/12/2020;46,97;30/12/2020;2,98;Liberado
47.508.411/0581-54;CIA BRASILEIRA DE DISTRIBUICAO;46080;30/12/2020;141,75;30/12/2020;0;Liberado
18.303.320/0006-90;CRESCO COMERCIO DE ALIMENTOS LTDA;84096;30/12/2020;52,12;30/12/2020;7,82;Liberado
61.189.288/0083-25;Marisa Lojas SA;97871;30/12/2020;129,95;30/12/2020;0;Liberado
23.641.884/0001-69;MANIA BOMBONIERE E ARTIGOS PARA FESTAS LTDA;20790;30/12/2020;103,2;30/12/2020;0;Liberado
35.194.319/0001-80;FENIX ONLINE COMERCIO DE PRODUTOS;58053;30/12/2020;87,98;30/12/2020;0;Liberado
47.508.411/2084-90;CIA BRASILEIRA DE DISTRIBUICAO;36742;30/12/2020;113,26;30/12/2020;0;Liberado
01.937.635/0034-40;SONDA SUPERMERCADOS EXPORTACAO E IMPORTACAO S A;112527;30/12/2020;103,95;30/12/2020;47,87;Liberado
45.543.915/0230-41;CARREFOUR COM. E IND. LTDA;54678;30/12/2020;88,87;30/12/2020;0;Liberado
18.328.118/0125-49;PET CENTER COMERCIO E PARTICIPACOES SA;11368;30/12/2020;54,39;30/12/2020;0;Liberado
61.585.865/1061-46;RAIA DROGASIL S A;133568;30/12/2020;252,92;30/12/2020;7,11;Liberado
23.476.033/0002-99;BMB MATERIAL DE CONSTRUCAO S A;92483;30/12/2020;49,5;30/12/2020;0;Liberado
04.742.665/0002-02;MERCADO VIOLETA LTDA;49403;30/12/2020;220,69;30/12/2020;20,51;Liberado
62.658.786/0001-96;TROPICAL GASOLINAS E SERV AUTOMOTIVOS LT;192908;30/12/2020;12,47;30/12/2020;0;Liberado
47.508.411/0288-32;CIA BRASILEIRA DE DISTRIBUICAO;94255;30/12/2020;82,61;30/12/2020;0;Liberado
45.543.915/0358-05;CARREFOUR COM. E IND. LTDA;186802;30/12/2020;56,9;30/12/2020;0;Liberado
06.057.223/0373-34;SENDAS DISTRIBUIDORA S A;60601;30/12/2020;405,87;30/12/2020;0;Liberado
56.757.388/0001-24;PERFUMARIA FLORIBELLA LTDA;45835;30/12/2020;73,65;30/12/2020;2,31;Liberado
43.575.877/0004-66;DROGARIA NOVA ESPERANCA EIRELI;150505;30/12/2020;28,45;30/12/2020;0;Liberado
45.242.914/0143-19;CeA MODAS S A;47594;30/12/2020;79,98;30/12/2020;276,1;Liberado
61.099.834/0272-00;ARTHUR LUNDGREN TECIDOS S A CASAS PERNAMBUCANAS;3849;30/12/2020;142,96;30/12/2020;0;Liberado
37.630.941/0001-19;RENATA RODRIGUES DA CUNHA BAPTISTA ENXOVAIS;8889;30/12/2020;30;30/12/2020;0;Liberado
61.412.110/0502-50;DROGARIA SAO PAULO SA;36847;30/12/2020;56,52;30/12/2020;0;Liberado
56.527.062/0001-00;SUPERMERCADO HIROTA LT;75091;30/12/2020;137,5;30/12/2020;6,94;Liberado
61.585.865/0706-05;RAIA DROGASIL S A;72004;30/12/2020;19,8;30/12/2020;0,46;Liberado
03.840.986/0020-69;SAINT GOBAIN DISTRIBUICAO BRASIL LTDA;205203;30/12/2020;322,5;30/12/2020;144,62;Liberado
71.673.990/0039-40;Natura Cosméticos S/A;26353715;30/12/2020;89,9;30/12/2020;0;Liberado
25.094.021/0001-44;BACH SUPERMERCADOS LTDA;216282;30/12/2020;7,83;30/12/2020;0,06;Liberado
15.447.228/0001-00;PRIMO POMPEIA ROTISSERIA LTDA;86988;30/12/2020;29,97;30/12/2020;0;Liberado
08.961.274/0001-59;DISTRIBUIDORA DE EMBALAGENS CASTROPIL LTDA;48863;30/12/2020;41,1;30/12/2020;0,28;Liberado
61.585.865/0650-16;RAIA DROGASIL S/A;114901;30/12/2020;130,01;30/12/2020;15,05;Liberado
47.508.411/0486-04;CIA BRASILEIRA DE DISTRIBUICAO;47249;30/12/2020;79,25;30/12/2020;0;Liberado
62.270.186/0030-90;PRECOLANDIA COML LT;22462;30/12/2020;94,6;30/12/2020;42,78;Liberado
04.869.944/0001-50;RM RODRIGUES e MACEDO SACOLAO LIMITADA;198334;30/12/2020;59,65;30/12/2020;3,8;Liberado
15.436.940/0003-67;AMAZON SERVICOS DE VAREJO DO BRASIL LTDA;10988920;30/12/2020;26,53;30/12/2020;0;Liberado
31.986.843/0001-32;JEFFERSON SANTOS SILVA SORVETES EIRELI;78897;30/12/2020;13,99;30/12/2020;0;Liberado
01.490.698/0066-89;M. SHOP COMERCIAL LTDA;101194;30/12/2020;179,99;30/12/2020;0;Liberado
19.959.389/0001-25;MPPF COMERCIO DE ALIMENTOS EIRELI;70654;30/12/2020;127,3;30/12/2020;126,2;Liberado
61.585.865/1554-30;RAIA DROGASIL S A;141924;30/12/2020;36,61;30/12/2020;2,25;Liberado
61.189.288/0083-25;MARISA LOJAS S A;104504;30/12/2020;159,94;30/12/2020;276,1;Liberado
02.914.460/0384-76;SEARA ALIMENTOS LTDA;22138;30/12/2020;189,62;30/12/2020;0;Liberado
60.780.483/0002-05;FARMACIA DROGAFACIL LTDA;13398;30/12/2020;191,58;30/12/2020;17,14;Liberado
74.307.356/0001-09;ENXOVAIS PADRAO LTDA;20331;30/12/2020;34;30/12/2020;0,11;Liberado
04.972.092/0010-13;GRUPO FARTURA DE HORTIFRUT S A;97339;30/12/2020;60,02;30/12/2020;11,52;Liberado
