CNPJ emit.;Emitente;No.;Data Emissão;Valor NF;Data Registro;Créditos;Situação do Crédito
05.644.040/0001-90;SUPRIMAX COM.DE EQUIP. GRAF. LTDA.-EPP;15763;28/06/2018;460,65;28/06/2018;0;Liberado
47.674.429/0003-90;ELETRICA COMERCIAL  ANDRA LTDA;757200;28/06/2018;954,64;28/06/2018;0;Liberado
67.616.128/0001-55;MERCADINHO AYUMI LTDA;4889;28/06/2018;413,77;28/06/2018;59,32;Liberado
67.616.128/0001-55;MERCADINHO AYUMI LTDA - 1;30687;28/06/2018;413,77;28/06/2018;0;Liberado
05.636.425/0001-05;KILUS GRILL LTDA - EPP;103622;28/06/2018;41,82;03/07/2018;17,01;Liberado
60.456.407/0015-55;CASA BAYARD ARTIGOS PARA ESPORTES LTDA;278530;28/06/2018;408,9;04/07/2018;0;Liberado
15.618.860/0001-60;ALTO DOURO COMERCIO DE LANCHES LTDA -;361792;28/06/2018;26,5;13/07/2018;11,72;Liberado
13.533.862/0001-21;CHIBRAS SUPERMERCADO LTDA - EPP;87199;28/06/2018;46,76;17/07/2018;3;Liberado
10.787.365/0001-61;GUIGA DOCERIA E CONFEITARIA LTDA -;88361;28/06/2018;127,9;18/07/2018;0;Liberado
47.674.429/0003-90;ELETRICA COML ANDRA LT;757200;28/06/2018;954,64;08/08/2018;0;Liberado
07.747.540/0001-82;D CAMPOS DE SOUZA ME;191604;27/06/2018;8,4;27/06/2018;0,44;Liberado
07.611.230/0001-36;M C AFONSO COMERCIO DE PAES E DOCES LTDA;292955;27/06/2018;69,31;27/06/2018;11,09;Liberado
02.470.909/0001-39;ELETRICA MIGLIANO LTDA;1826;27/06/2018;453,1;27/06/2018;0;Liberado
13.574.594/0169-47;BK BRASIL OPERACAO E ASSESSORIA A RESTAURANTES S ;49507;27/06/2018;47,4;27/06/2018;0,23;Liberado
67.616.128/0001-55;MERCADINHO AYUMI LTDA;4320;27/06/2018;244,4;27/06/2018;35,03;Liberado
67.616.128/0001-55;MERCADINHO AYUMI LTDA - 1;30670;27/06/2018;244,4;27/06/2018;0;Liberado
13.533.862/0001-21;CHIBRAS SUPERMERCADO LTDA - EPP;7650;27/06/2018;100,85;17/07/2018;6,48;Liberado
46.266.771/0007-11;CANON DO BRASIL INDUSTRIA E COMERCIO LTDA;646055;26/06/2018;1256,09;26/06/2018;0;Liberado
04.908.981/0001-20;M.BOOKS DO BRASIL EDITORA LTDA.;54836;26/06/2018;477,1;26/06/2018;0;Liberado
04.908.981/0001-20;M.BOOKS DO BRASIL EDITORA LTDA.;54848;26/06/2018;477,1;29/06/2018;0;Liberado
12.683.888/0001-93;NOVA MAXIMOS LTDA;145642;26/06/2018;2780,83;26/06/2018;0;Liberado
01.874.166/0012-52;MASTER ATS SUPERMERCADOS LTDA;221838;26/06/2018;71;26/06/2018;4,52;Liberado
27.156.065/0001-87;PISTACHE e NUTS COMERCIAL EIRELI ME;67909;26/06/2018;34,3;26/06/2018;14,21;Liberado
08.412.650/0001-56;CASA DAS TORNEIRAS DE SANTO ANDRE LTDA ME;32396;26/06/2018;106;26/06/2018;1,37;Liberado
67.616.128/0001-55;MERCADINHO AYUMI LTDA;3442;26/06/2018;451,03;26/06/2018;64,66;Liberado
67.616.128/0001-55;MERCADINHO AYUMI LTDA - 1;30660;26/06/2018;451,03;26/06/2018;0;Liberado
56.991.441/0008-23;AVON COSMETICOS LTDA;117638196;26/06/2018;792,33;29/06/2018;0;Liberado
14.313.603/0001-58;PREDEBON GRILL    ;104223;26/06/2018;1;03/07/2018;0;Liberado
05.073.072/0001-82;MARCOS NICOLAU CHOHFI EPP;102533;26/06/2018;119,8;05/07/2018;0;Liberado
01.525.556/0001-64;DOCE ATRACAO PRODUTOS ALIMENTICIOS LTD;59862;26/06/2018;46,58;08/08/2018;0;Liberado
61.412.110/0286-70;DROGARIA SAO PAULO S A;64689;25/06/2018;243,43;25/06/2018;0;Liberado
07.611.230/0001-36;M C AFONSO COMERCIO DE PAES E DOCES LTDA;282897;25/06/2018;13,85;25/06/2018;2,21;Liberado
62.480.041/0001-80;AUTO POSTO PARELHEIROS LTDA;64629;25/06/2018;40,01;25/06/2018;0;Liberado
08.412.650/0001-56;CASA DAS TORNEIRAS DE SANTO ANDRE LTDA ME;32372;25/06/2018;103,5;25/06/2018;1,34;Liberado
61.092.565/0001-30;MADIS RODBEL SOL. DE PONTO E ACESSO LTDA;122609;25/06/2018;1000;25/06/2018;0;Liberado
71.670.020/0001-18;COMERCIO DE CARNES CASER LTDA ME;403;25/06/2018;1330,29;26/06/2018;0;Liberado
71.670.020/0001-18;COMERCIO DE CARNES CASER LTDA ME;402;25/06/2018;384,31;26/06/2018;0;Liberado
08.305.131/0001-99;ACB CONFECCOES DE UNIFORMES EIRELI - EPP;3183;25/06/2018;6123,45;25/06/2018;0;Liberado
71.670.020/0001-18;COMERCIO DE CARNES CASER LTDA ME;401;25/06/2018;1455,23;26/06/2018;0;Liberado
27.139.720/0001-99;F e F RESTAURANTE LTDA EPP;20407;25/06/2018;30,46;25/06/2018;10,13;Liberado
62.480.041/0001-80;AUTO POSTO PARELHEIROS LTDA;64580;25/06/2018;385,01;25/06/2018;0;Liberado
67.616.128/0001-55;MERCADINHO AYUMI LTDA;2868;25/06/2018;558,96;25/06/2018;80,13;Liberado
07.611.230/0001-36;M C AFONSO COMERCIO DE PAES E DOCES LTDA;291872;25/06/2018;4,3;25/06/2018;0,68;Liberado
67.616.128/0001-55;MERCADINHO AYUMI LTDA - 1;30639;25/06/2018;558,96;25/06/2018;0;Liberado
61.586.632/0001-73;VAZ TEIXEIRA & CIA LTDA - EPP;213879;25/06/2018;230,89;03/07/2018;0;Liberado
07.576.909/0001-31;EDILEUSA GOMES SANTOS - EPP;222306;25/06/2018;13,5;17/07/2018;2,87;Liberado
71.676.316/0005-70;SUPERMERCADOS MAMBO LTDA.;160482;24/06/2018;346,47;24/06/2018;0;Liberado
02.543.945/0006-90;ULTRAFARMA SAUDE EIRELI - L2 (LOGISTICA);28613057;24/06/2018;84,36;24/06/2018;0;Liberado
01.874.166/0012-52;MASTER ATS SUPERMERCADOS LTDA;62771;24/06/2018;89,47;24/06/2018;5,7;Liberado
13.784.802/0001-81;VILA FLORENCA CASA DE PAES LTD;106934;24/06/2018;138,89;25/06/2018;1,79;Liberado
47.508.411/1457-15;CIA. BRASILEIRA DE DISTRIBUI  O;118037;24/06/2018;112,85;24/06/2018;0;Liberado
02.624.884/0001-80;NOVA VITORIA REGIA II JD.PAD.E PIZ. LT;348053;24/06/2018;25,24;20/07/2018;14,68;Liberado
62.410.352/0015-78;LIVRARIA CULTURA - Iguatemi;23781;23/06/2018;557,1;23/06/2018;0;Liberado
47.508.411/0181-01;COMPANHIA BRASILEIRA DE DISTRIBUICAO;165674;23/06/2018;22,92;23/06/2018;0;Liberado
28.507.009/0001-02;ARGENTINO 71 RESTAURANTE EIRELI EPP;22282;23/06/2018;123,75;23/06/2018;0;Liberado
28.187.175/0001-79;LUENBE COMERCIO DE ALIMENTOS EIRELI ME;17130;23/06/2018;22,8;23/06/2018;0;Liberado
47.508.411/0181-01;ECIA BRASILEIRA DE DISTRIBUICAO F;17535;23/06/2018;101,66;24/06/2018;0;Liberado
71.669.766/0001-01;FARMACIA MAJESTIC LTDA;7689;23/06/2018;127,14;23/06/2018;0;Liberado
07.770.528/0001-99;NICHI COMERCIO DE ALIMENTOS LTDA;199000;22/06/2018;109,78;22/06/2018;18,44;Liberado
07.770.528/0001-99;NICHI COMERCIO DE ALIMENTOS LTDA;45595;22/06/2018;129,27;22/06/2018;21,71;Liberado
42.274.696/0025-61;adidas do Brasil Ltda;2518242;22/06/2018;249,36;22/06/2018;0;Liberado
47.508.411/1507-19;COMPANHIA BRASILEIRA DE DISTRIBUICAO;255916;22/06/2018;36,15;22/06/2018;0;Liberado
67.616.128/0001-55;MERCADINHO AYUMI LTDA;681;22/06/2018;285,02;22/06/2018;40,86;Liberado
67.616.128/0001-55;MERCADINHO AYUMI LTDA;676;22/06/2018;449,74;22/06/2018;64,47;Liberado
07.611.230/0001-36;M C AFONSO COMERCIO DE PAES E DOCES LTDA;281584;22/06/2018;26,62;22/06/2018;4,26;Liberado
67.616.128/0001-55;MERCADINHO AYUMI LTDA - 1;30612;22/06/2018;449,74;22/06/2018;0;Liberado
67.616.128/0001-55;MERCADINHO AYUMI LTDA - 1;30613;22/06/2018;285,02;22/06/2018;0;Liberado
19.161.757/0001-95;HORTIFRUTI DA VILA ABC COMERCIO DE ALIM;182430;22/06/2018;54,32;17/07/2018;1,82;Liberado
53.558.342/0016-74;ANIS RAZUK INDUSTRIA E COMERCIO LTDA;2626;21/06/2018;309,8;21/06/2018;0;Liberado
60.909.215/0005-85;ALMANARA RESTAURANTES E LANCHONETES LTDA;41945;21/06/2018;139,81;21/06/2018;0,89;Liberado
60.458.247/0001-88;AUTO POSTO AJOMAR LTDA;51747;21/06/2018;142;21/06/2018;0;Liberado
30.189.298/0001-90;BORRACHAS CAMBUCI LTDA;89;21/06/2018;40;21/06/2018;35,14;Liberado
62.480.041/0001-80;AUTO POSTO PARELHEIROS LTDA;64085;21/06/2018;355;21/06/2018;0;Liberado
05.143.414/0001-93;BETTERPLAS COMERCIAL E INDUSTRIAL EIRELI;57834;21/06/2018;113,73;21/06/2018;0;Liberado
23.131.897/0001-98;PARAFUZETA COMERCIO DE FERRAGENS E EVENTOS EIRELI - EPP;121;21/06/2018;2500;21/06/2018;0;Liberado
46.884.672/0001-08;MEBUKI INDUSTRIA COMERCIO E EXPORTACAO LTDA;60982;21/06/2018;462,42;21/06/2018;0;Liberado
15.436.940/0001-03;AMAZON SERVICOS DE VAREJO DO BRASIL LTDA;1208348;21/06/2018;72,89;21/06/2018;0;Liberado
63.089.239/0001-08;LANCHONETE ZIP ZIP LTDA EPP;15851;21/06/2018;27,09;21/06/2018;29,53;Liberado
07.976.585/0001-29;R D FURUKAWA COMERCIO DE HORTIFRUTI LTDA;64308;21/06/2018;39,25;21/06/2018;3,86;Liberado
67.616.128/0001-55;MERCADINHO AYUMI LTDA;181;21/06/2018;419,21;21/06/2018;60,1;Liberado
67.616.128/0001-55;MERCADINHO AYUMI LTDA - 1;30588;21/06/2018;419,21;21/06/2018;0;Liberado
13.533.862/0001-21;CHIBRAS SUPERMERCADO LTDA - ME.;742626;21/06/2018;183,38;17/07/2018;11,8;Liberado
01.525.556/0001-64;DOCE ATRACAO PRODUTOS ALIMENTICIOS LTD;59686;21/06/2018;37,84;08/08/2018;0;Liberado
62.270.186/0018-02;PRECOLANDIA COML LT;52913;20/06/2018;34,5;21/06/2018;58,7;Liberado
62.270.186/0018-02;PRECOLANDIA COML LT;52910;20/06/2018;109,3;20/06/2018;185,99;Liberado
60.780.483/0002-05;FARMACIA DROGAFACIL LTDA ME;20375;20/06/2018;199,55;20/06/2018;24,46;Liberado
21.132.232/0002-54;DOCERIA IRMAS COGO LTDA EPP;17204;20/06/2018;23,9;20/06/2018;0;Liberado
07.686.203/0001-22;CRIDON COMERCIO LTDA - EPP;41613;20/06/2018;117,56;20/06/2018;0;Liberado
67.616.128/0001-55;MERCADINHO AYUMI LTDA - 1;30558;20/06/2018;232,01;20/06/2018;0;Liberado
02.549.955/0001-28;NOVA OP GRILL BAR E RESTAURANTE EIRELI;58914;20/06/2018;71,04;04/07/2018;10,8;Liberado
01.525.556/0001-64;DOCE ATRACAO PRODUTOS ALIMENTICIOS LTD;59563;20/06/2018;41,69;08/08/2018;0;Liberado
02.549.955/0001-28;NOVA OPCAO GRILL BAR E RESTAURANTE EIREL;53389;20/06/2018;25,75;04/07/2018;3,91;Liberado
67.616.128/0001-55;MERCADINHO AYUMI LTDA;357688;20/06/2018;232,01;16/07/2018;33,26;Liberado
62.480.041/0001-80;AUTO POSTO PARELHEIROS LTDA;63846;19/06/2018;20,01;19/06/2018;0;Liberado
07.611.230/0001-36;M C AFONSO COMERCIO DE PAES E DOCES LTDA;285551;19/06/2018;53,42;19/06/2018;8,55;Liberado
07.747.540/0001-82;D CAMPOS DE SOUZA ME;190285;19/06/2018;5,6;19/06/2018;0,29;Liberado
27.049.561/0001-31;SZ RESTAURANTE LTDA ME;21387;19/06/2018;33,47;19/06/2018;17,34;Liberado
00.436.042/0059-96;POLIMPORT COM. E EXP. LTDA PENHA;3873;19/06/2018;1349,47;19/06/2018;0;Liberado
67.616.128/0001-55;MERCADINHO AYUMI LTDA;75151;19/06/2018;346,79;19/06/2018;49,71;Liberado
67.616.128/0001-55;MERCADINHO AYUMI LTDA - 1;30537;19/06/2018;346,79;19/06/2018;0;Liberado
15.083.332/0001-54;ARMAZEM SAO VITO COM.DE PROD.ALIMENT.LTD;245157;19/06/2018;196,71;29/08/2018;0;Liberado
43.283.811/0012-02;Kalunga Comercio Industria Grafica Ltda;5203980;18/06/2018;178,69;18/06/2018;0;Liberado
62.480.041/0001-80;AUTO POSTO PARELHEIROS LTDA;63715;18/06/2018;30;18/06/2018;0;Liberado
21.132.232/0002-54;DOCERIA IRMAS COGO LTDA EPP;16881;18/06/2018;17,9;18/06/2018;0;Liberado
15.436.940/0001-03;AMAZON SERVICOS DE VAREJO DO BRASIL LTDA;1179351;18/06/2018;9,95;18/06/2018;0;Liberado
15.436.940/0001-03;AMAZON SERVICOS DE VAREJO DO BRASIL LTDA;1179339;18/06/2018;7,47;18/06/2018;0;Liberado
71.670.020/0001-18;COMERCIO DE CARNES CASER LTDA ME;396;18/06/2018;376,86;18/06/2018;0;Liberado
71.670.020/0001-18;COMERCIO DE CARNES CASER LTDA ME;395;18/06/2018;1988,5;18/06/2018;0;Liberado
71.670.020/0001-18;COMERCIO DE CARNES CASER LTDA ME;394;18/06/2018;1069,33;18/06/2018;0;Liberado
23.541.382/0001-66;MERCADO DF SANTO ANTONIO LTDA;343824;18/06/2018;19,57;18/06/2018;1,46;Liberado
71.676.316/0005-70;SUPERMERCADOS MAMBO LTDA.;159100;18/06/2018;307,88;18/06/2018;0;Liberado
01.874.166/0012-52;MASTER ATS SUPERMERCADOS LTDA;677128;18/06/2018;15,36;18/06/2018;0,97;Liberado
67.616.128/0001-55;MERCADINHO AYUMI LTDA;36550;18/06/2018;611,69;18/06/2018;87,69;Liberado
67.616.128/0001-55;MERCADINHO AYUMI LTDA - 1;30510;18/06/2018;611,69;18/06/2018;0;Liberado
00.063.960/0004-43;WAL MART BRASIL LTDA;285819;18/06/2018;414,27;02/07/2018;0;Liberado
26.174.731/0001-47;RODRIGUES LAMBERT e CIA LTDA ME;7133;17/06/2018;59,04;17/06/2018;0,58;Liberado
47.508.411/1697-38;COMPANHIA BRASILEIRA DE DISTRIBUICAO;55701;17/06/2018;124,18;17/06/2018;0;Liberado
03.476.811/0344-80;DIA BRASIL SOCIEDADE LIMITADA;514;17/06/2018;114,7;17/06/2018;0;Liberado
04.126.722/0002-29;A M A COMERCIO DE ALIMENTOS LTDA;293885;17/06/2018;63;17/06/2018;150,07;Liberado
07.611.230/0001-36;M C AFONSO COMERCIO DE PAES E DOCES LTDA;288553;17/06/2018;44,67;17/06/2018;7,15;Liberado
57.508.426/0012-20;COOP COOPERATIVA DE CONSUMO;22140;17/06/2018;158,4;17/06/2018;19,18;Liberado
23.541.382/0001-66;MERCADO DF SANTO ANTONIO LTDA;16133;17/06/2018;5,78;17/06/2018;0,43;Liberado
23.541.382/0001-66;MERCADO DF SANTO ANTONIO LTDA;257402;17/06/2018;13,18;17/06/2018;0,98;Liberado
08.772.290/0001-01;flv comercio de hortifruto ltda;176066;17/06/2018;792,4;17/06/2018;105,93;Liberado
12.356.100/0012-97;"LOJASMEL Tem de Tudo""""";189614;17/06/2018;91,93;06/07/2018;101,16;Liberado
52.407.590/0001-75;CANTINA FRATELLI D ITALIA LTDA ME;12363;16/06/2018;227,7;16/06/2018;1,17;Liberado
52.407.590/0001-75;CANTINA FRATELLI D ITALIA LTDA ME;12362;16/06/2018;141,9;16/06/2018;0,72;Liberado
52.407.590/0001-75;CANTINA FRATELLI D ITALIA LTDA ME;12361;16/06/2018;140,8;16/06/2018;0,72;Liberado
52.407.590/0001-75;CANTINA FRATELLI D ITALIA LTDA ME;12359;16/06/2018;145,2;16/06/2018;0,74;Liberado
23.541.382/0001-66;MERCADO DF SANTO ANTONIO LTDA;44554;16/06/2018;20,92;16/06/2018;1,56;Liberado
28.357.129/0001-70;RKC1 COMERCIAL DE UTILIDADES DOMESTICAS EIRELI EP;18802;16/06/2018;34,9;16/06/2018;10,61;Liberado
60.458.247/0001-88;AUTO POSTO AJOMAR LTDA;3709;16/06/2018;774;16/06/2018;0;Liberado
09.608.390/0005-85;STUZZI GELATERIA LTDA ME;25987;16/06/2018;12,2;16/06/2018;0;Liberado
14.596.528/0001-80;LPQBR RESTAURANTES E PADARIAS LTDA;122909;16/06/2018;84,07;16/06/2018;4,37;Liberado
13.583.720/0001-79;PRESENTES CASA RODRIGUEZ LTDA;3244;16/06/2018;309;16/06/2018;157,58;Liberado
07.611.230/0001-36;M C AFONSO COMERCIO DE PAES E DOCES LTDA;284109;16/06/2018;30,75;16/06/2018;4,92;Liberado
19.947.409/0001-48;RESTAURANTE MANIOCA FARIA LIMA LTDA;168305;15/06/2018;229,39;15/06/2018;2,52;Liberado
54.651.716/0011-50;SUPRICORP SUPRIMENTOS LTDA;3327845;15/06/2018;360,48;16/06/2018;0;Liberado
62.480.041/0001-80;AUTO POSTO PARELHEIROS LTDA;63411;15/06/2018;36,03;15/06/2018;0;Liberado
62.480.041/0001-80;AUTO POSTO PARELHEIROS LTDA;63410;15/06/2018;30,02;15/06/2018;0;Liberado
13.574.594/0348-48;BK BRASIL OPERACAO E ASSESSORIA A RESTAURANTES S ;55508;15/06/2018;6;15/06/2018;0,01;Liberado
07.747.540/0001-82;D CAMPOS DE SOUZA ME;189606;15/06/2018;5,6;18/06/2018;0,29;Liberado
57.513.434/0001-02;A A AFONSO e CIA LT;201525;15/06/2018;59,99;15/06/2018;27,78;Liberado
15.436.940/0001-03;AMAZON SERVICOS DE VAREJO DO BRASIL LTDA;1150991;15/06/2018;31,92;15/06/2018;0;Liberado
60.458.247/0001-88;AUTO POSTO AJOMAR LTDA;51197;15/06/2018;20;15/06/2018;0;Liberado
14.860.681/0001-72;CONFECCOES 10 ATACADO E VAREJO LTDA EPP;591;15/06/2018;24;15/06/2018;0;Liberado
67.616.128/0001-55;MERCADINHO AYUMI LTDA - 1;30476;15/06/2018;227,23;15/06/2018;0;Liberado
67.616.128/0001-55;MERCADINHO AYUMI LTDA;355887;15/06/2018;227,23;18/06/2018;32,57;Liberado
47.508.411/1883-68;CIA BRASILEIRA DE DISTRIBUICAO;514919;15/06/2018;8,15;15/06/2018;0;Liberado
01.525.556/0001-64;DOCE ATRACAO PRODUTOS ALIMENTICIOS LTD;59304;15/06/2018;22,6;08/08/2018;0;Liberado
13.533.862/0001-21;CHIBRAS SUPERMERCADO LTDA - EPP;7270;15/06/2018;103,18;17/07/2018;6,63;Liberado
60.909.215/0005-85;ALMANARA RESTAURANTES E LANCHONETES LTDA;40637;14/06/2018;138,27;14/06/2018;0,88;Liberado
60.458.247/0001-88;AUTO POSTO AJOMAR LTDA;51105;14/06/2018;173;14/06/2018;0;Liberado
57.513.434/0001-02;A A AFONSO e CIA LT;65554;14/06/2018;52,37;14/06/2018;24,25;Liberado
12.683.888/0001-93;NOVA MAXIMOS LTDA;144049;14/06/2018;93,49;14/06/2018;0;Liberado
23.541.382/0001-66;MERCADO DF SANTO ANTONIO LTDA;18819;14/06/2018;31,06;14/06/2018;2,32;Liberado
67.616.128/0001-55;MERCADINHO AYUMI LTDA;34830;14/06/2018;539,36;14/06/2018;77,32;Liberado
62.480.041/0001-80;AUTO POSTO PARELHEIROS LTDA;63187;14/06/2018;40,02;14/06/2018;0;Liberado
67.616.128/0001-55;MERCADINHO AYUMI LTDA - 1;30455;14/06/2018;539,36;14/06/2018;0;Liberado
05.636.425/0001-05;KILUS GRILL LTDA - EPP;102972;14/06/2018;25,97;15/06/2018;10,56;Liberado
05.636.425/0001-05;KILUS GRILL LTDA - EPP;102974;14/06/2018;51,25;15/06/2018;20,84;Liberado
22.685.030/0032-18;MAGAZINE TORRA TORRA LTDA;87029;14/06/2018;19,99;17/06/2018;124,21;Liberado
13.533.862/0001-21;CHIBRAS SUPERMERCADO LTDA - EPP;6761;14/06/2018;123,27;17/07/2018;7,93;Liberado
17.961.850/0001-59;MIXIRICA;124209;14/06/2018;40,7;31/07/2018;1,32;Liberado
49.930.415/0001-53;H ROMANO e CIA LTDA ME;5614;13/06/2018;50;13/06/2018;3,75;Liberado
05.644.040/0001-90;SUPRIMAX COM.DE EQUIP. GRAF. LTDA.-EPP;15689;13/06/2018;552,78;13/06/2018;0;Liberado
05.644.040/0001-90;SUPRIMAX COM.DE EQUIP. GRAF. LTDA.-EPP;15688;13/06/2018;276,39;13/06/2018;0;Liberado
05.644.040/0001-90;SUPRIMAX COM.DE EQUIP. GRAF. LTDA.-EPP;15687;13/06/2018;1105,56;13/06/2018;0;Liberado
23.541.382/0001-66;MERCADO DF SANTO ANTONIO LTDA;43493;13/06/2018;14,88;13/06/2018;1,11;Liberado
61.267.019/0001-93;PADARIA E CONFEITARIA FAMALICENSE LTDA EPP;26814;13/06/2018;4,13;13/06/2018;0,06;Liberado
61.267.019/0001-93;PADARIA E CONFEITARIA FAMALICENSE LTDA EPP;33139;13/06/2018;20,03;13/06/2018;0,31;Liberado
61.267.019/0001-93;PADARIA E CONFEITARIA FAMALICENSE LTDA EPP;33140;13/06/2018;18,5;13/06/2018;0,29;Liberado
61.267.019/0001-93;PADARIA E CONFEITARIA FAMALICENSE LTDA EPP;33141;13/06/2018;16,41;13/06/2018;0,25;Liberado
61.267.019/0001-93;PADARIA E CONFEITARIA FAMALICENSE LTDA EPP;33138;13/06/2018;45,32;13/06/2018;0,71;Liberado
20.929.820/0001-70;SUMEI PRESENTES ME;17818;13/06/2018;25;13/06/2018;1,87;Liberado
61.267.019/0001-93;PADARIA E CONFEITARIA FAMALICENSE LTDA EPP;33134;13/06/2018;128,02;13/06/2018;2,01;Liberado
59.262.535/0001-83;DISLAR  CENTRAL DE PROD PARA O LAR LTDA;60873;13/06/2018;347,4;13/06/2018;0;Liberado
61.267.019/0001-93;PADARIA E CONFEITARIA FAMALICENSE LTDA EPP;33132;13/06/2018;11,5;13/06/2018;0,18;Liberado
61.267.019/0001-93;PADARIA E CONFEITARIA FAMALICENSE LTDA EPP;33131;13/06/2018;71,35;13/06/2018;1,12;Liberado
61.267.019/0001-93;PADARIA E CONFEITARIA FAMALICENSE LTDA EPP;33130;13/06/2018;27,7;13/06/2018;0,43;Liberado
61.267.019/0001-93;PADARIA E CONFEITARIA FAMALICENSE LTDA EPP;33128;13/06/2018;27,84;13/06/2018;0,43;Liberado
61.267.019/0001-93;PADARIA E CONFEITARIA FAMALICENSE LTDA EPP;33129;13/06/2018;26,9;13/06/2018;0,42;Liberado
61.267.019/0001-93;PADARIA E CONFEITARIA FAMALICENSE LTDA EPP;33126;13/06/2018;28,5;13/06/2018;0,44;Liberado
61.267.019/0001-93;PADARIA E CONFEITARIA FAMALICENSE LTDA EPP;33123;13/06/2018;40,4;13/06/2018;0,63;Liberado
61.267.019/0001-93;PADARIA E CONFEITARIA FAMALICENSE LTDA EPP;33124;13/06/2018;27,39;13/06/2018;0,43;Liberado
61.267.019/0001-93;PADARIA E CONFEITARIA FAMALICENSE LTDA EPP;33120;13/06/2018;4;13/06/2018;0,06;Liberado
61.267.019/0001-93;PADARIA E CONFEITARIA FAMALICENSE LTDA EPP;33121;13/06/2018;19,55;13/06/2018;0,3;Liberado
61.267.019/0001-93;PADARIA E CONFEITARIA FAMALICENSE LTDA EPP;33119;13/06/2018;17,03;13/06/2018;0,26;Liberado
61.170.916/0001-84;L VERONESI CIA LTDA ME;17145;13/06/2018;2;13/06/2018;0,15;Liberado
61.267.019/0001-93;PADARIA E CONFEITARIA FAMALICENSE LTDA EPP;33114;13/06/2018;5;13/06/2018;0,07;Liberado
61.267.019/0001-93;PADARIA E CONFEITARIA FAMALICENSE LTDA EPP;33109;13/06/2018;5,26;13/06/2018;0,08;Liberado
