CNPJ emit.;Emitente;No.;Data Emissão;Valor NF;Data Registro;Créditos;Situação do Crédito
02.421.421/0086-00;TIM S.A.;36163;30/06/2020;1;30/06/2020;0;Liberado
17.913.679/0001-02;VIIVATEX COMERCIO, IMPORTACAO E EXPORTACAO DE PRODUTOS PARA;80120;30/06/2020;97,4;30/06/2020;0;Liberado
26.708.038/0001-07;DOLCIARIA CALLIPO EIRELI;44622;30/06/2020;70;30/06/2020;0;Liberado
47.508.411/0486-04;CIA BRASILEIRA DE DISTRIBUICAO;28268;30/06/2020;137,74;30/06/2020;0;Liberado
61.412.110/0601-31;DROGARIA SAO PAULO SA;6615;30/06/2020;253,14;30/06/2020;0;Liberado
20.669.969/0001-67;JOSE FRANCISCO DO NASCIMENTO ROCHA;7795;30/06/2020;63,92;30/06/2020;0;Liberado
03.920.751/0001-14;SUPERMERCADO BARATAO DE ALIMENTOS LTDA;169028;30/06/2020;127,94;30/06/2020;33,67;Liberado
07.012.249/0001-66;TARONGA COMERCIO DE CALCADOS LTDA;46025;30/06/2020;49,99;30/06/2020;169,68;Liberado
61.412.110/0395-23;DROGARIA SAO PAULO SA;12308;30/06/2020;163,6;30/06/2020;0;Liberado
92.754.738/0426-71;LOJAS RENNER S.A.;23271;30/06/2020;339,36;30/06/2020;0;Liberado
42.591.651/0661-60;ARCOS DOURADOS COMERCIO DE ALIMENTOS LTDA;253434;30/06/2020;16,4;30/06/2020;9,58;Liberado
45.543.915/0221-50;CARREFOUR COMERCIO E INDUSTRIA LTDA;119785;30/06/2020;222,29;30/06/2020;0;Liberado
61.585.865/0867-90;RAIA DROGASIL S/A;97870;30/06/2020;187,41;30/06/2020;0;Liberado
61.099.834/0645-98;ARTHUR LUNDGREN TECIDOS S/A-CASAS PERNAMBUCANAS;21029;30/06/2020;119,98;30/06/2020;0;Liberado
12.577.158/0001-08;MODA URBANA COMERCIO DE ROUPAS LTDA;47426;30/06/2020;99,98;01/07/2020;234,95;Liberado
02.403.331/0001-06;RITA DE CASSIA CORREA PACHECO;118161;30/06/2020;8,08;30/06/2020;0,67;Liberado
72.811.581/0001-52;LABLUZ SP ASS E PLANEJ EM ILUMIN LTDA;70422;30/06/2020;2016,62;30/06/2020;0;Liberado
53.080.578/0001-61;REQUINTE PAES E DOCES LT;53401;30/06/2020;11,45;30/06/2020;13,66;Liberado
17.243.421/0001-46;Ricieri Calais Duque 31691654884;509;30/06/2020;27,9;30/06/2020;0;Liberado
47.508.411/1698-19;CIA BRASILEIRA DE DISTRIBUICAO;66652;30/06/2020;749,73;30/06/2020;0;Liberado
18.835.609/0001-46;RED BOI PARELHEIROS COMERCIO DE CARNES LTDA;122993;30/06/2020;49,6;30/06/2020;36,45;Liberado
20.009.490/0001-02;PERFUMARIA HENRIQUE YUJI LTDA;186398;30/06/2020;66,27;30/06/2020;35,12;Liberado
10.274.951/0009-60;CLASSEFARMA DROGARIAS EIRELI;244233;30/06/2020;13,7;30/06/2020;0;Liberado
67.616.128/0001-55;MERCADINHO AYUMI LTDA;568881;30/06/2020;67,03;30/06/2020;0;Liberado
10.943.583/0004-90;DOMENICA SAPORI PERFUMES NATURAIS LTDA;40379;30/06/2020;79,9;30/06/2020;14,45;Liberado
03.476.811/0044-91;DIA BRASIL SOCIEDADE LIMITADA;93629;30/06/2020;21,01;30/06/2020;0;Liberado
61.099.834/0645-98;ARTHUR LUNDGREN TECIDOS S A CASAS PERNAMBUCANAS;979;30/06/2020;129,98;30/06/2020;0;Liberado
34.798.879/0001-80;JCAMPOS COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS EIRELI;24188;30/06/2020;2,75;30/06/2020;0,39;Liberado
04.946.306/0005-10;DROGARIA MIX I LTDA;44810;30/06/2020;3,34;30/06/2020;0;Liberado
43.559.079/0006-02;SUPERMERCADOS BERGAMINI LTDA;76494;30/06/2020;87,34;30/06/2020;12,08;Liberado
43.708.379/0017-69;FAST SHOP S.A.;246999;30/06/2020;48,28;30/06/2020;0;Liberado
61.585.865/0601-38;RAIA DROGASIL S A;48506;30/06/2020;35,52;30/06/2020;0;Liberado
35.830.857/0001-13;ESTACAO KI GOSTOSO VARIEDADES LTDA;1555;30/06/2020;51,75;30/06/2020;0;Liberado
69.200.491/0001-10;TEXANA FRIGORIFICO E COMERCIO LTDA;69591;30/06/2020;94,04;30/06/2020;7,12;Liberado
15.436.940/0002-86;AMAZON SERVICOS DE VAREJO DO BRASIL LTDA;17847470;30/06/2020;29,9;30/06/2020;0;Liberado
07.579.380/0001-00;JOAO PAULO ABOU MOURAD E-COMMERCE;8372;30/06/2020;138,64;30/06/2020;0;Liberado
45.827.425/0027-46;SUPERMERCADOS IRMAOS LOPES S A;131951;30/06/2020;31,68;30/06/2020;11,02;Liberado
01.076.352/0001-93;DEFROST PRODUTOS ALIMENTICIOS LTDA;112859;30/06/2020;56,7;30/06/2020;0,33;Liberado
02.299.215/0001-80;HM HM SUPERMERCADOS LTDA;106273;30/06/2020;137,06;30/06/2020;2,41;Liberado
49.930.514/0001-35;SODEXO DO BRASIL COMERCIAL S A;81338;30/06/2020;19,1;30/06/2020;35,65;Liberado
05.241.596/0018-83;DROGARIA NOVA DM LTDA;54176;30/06/2020;47,05;30/06/2020;15,41;Liberado
03.002.339/0015-10;Maxmix Comercial LTDA;184721;30/06/2020;459,98;30/06/2020;0;Liberado
00.728.173/0002-01;CASA DE CARNES PORTO BELO EIRELI;139062;30/06/2020;61,79;30/06/2020;71,92;Liberado
57.508.426/0006-82;COOP COOPERATIVA DE CONSUMO;9334;30/06/2020;40,02;30/06/2020;2,07;Liberado
34.499.556/0001-96;ARBITRIUM COMERCIO DE ALIMENTOS LTDA;15965;30/06/2020;44,9;30/06/2020;0;Liberado
47.658.299/0001-30;SUPERMERCADOS BANDEIRA LTDA;363196;30/06/2020;107,43;30/06/2020;91,67;Liberado
53.153.938/0001-08;COBASI COMERCIO DE PRODUTOS BASICOS E INDUSTRIALI;428502;30/06/2020;50,23;30/06/2020;11,15;Liberado
20.390.496/0001-64;KARINA RIE AKAMINE;34064;30/06/2020;9,8;30/06/2020;2,22;Liberado
20.390.496/0001-64;KARINA RIE AKAMINE;34063;30/06/2020;37,5;30/06/2020;8,49;Liberado
36.207.830/0001-31;VIARTE COMERCIO ELETRONICO LTDA;1527;30/06/2020;53,49;30/06/2020;0;Liberado
07.569.651/0007-31;SUPERMERCADO NACOES UNIDAS LTDA;261731;30/06/2020;10,07;30/06/2020;6,16;Liberado
00.280.985/0001-56;CENTER CARNES JJR EIRELI;1099;30/06/2020;69,55;30/06/2020;6,1;Liberado
47.508.411/0964-04;CIA BRASILEIRA DE DISTRIBUICAO;20026;30/06/2020;188,52;30/06/2020;0;Liberado
06.946.252/0001-94;MINI MERCADO NOVO MODELO LTDA EM RECUPERACAO JUDI;277390;30/06/2020;199,18;30/06/2020;22,51;Liberado
18.303.320/0007-71;CRESCO COMERCIO DE ALIMENTOS LTDA;50073;30/06/2020;164,73;30/06/2020;17,7;Liberado
17.343.551/0012-03;COM DE ALIMENTOS IPANEMA FOODS - ERELI (TL);198097;30/06/2020;31,98;30/06/2020;7,75;Liberado
17.913.679/0001-02;VIIVATEX COMERCIO, IMPORTACAO E EXPORTACAO DE PRODUTOS PARA;79528;30/06/2020;97,4;30/06/2020;0;Liberado
00.549.552/0001-53;VITALY FARMACIA DE MANIPULACAO LTDA;4193;30/06/2020;64;30/06/2020;15,15;Liberado
29.241.415/0001-39;MICHELLE FILIPIN - ME;8448;30/06/2020;119,98;30/06/2020;0;Liberado
06.057.223/0292-34;SENDAS DISTRIBUIDORA S A;342023;30/06/2020;171,67;30/06/2020;0;Liberado
03.002.339/0015-10;Maxmix Comercial LTDA;184416;30/06/2020;98,98;30/06/2020;0;Liberado
65.897.910/0003-26;TAUSTE SUPERMERCADOS LTDA;87477;30/06/2020;48,06;30/06/2020;3,5;Liberado
09.525.900/0001-27;SUPERMERCADO ROSSI NEW LTDA;179323;30/06/2020;396,26;30/06/2020;40,7;Liberado
62.401.963/0008-20;SUPERVAREJAO SAUDE LT;6617;30/06/2020;40,73;30/06/2020;17,07;Liberado
29.283.185/0001-70;JL DISTRIBUIDORA DE ARTIGOS PARA PET SHOP LTDA;43444;30/06/2020;65,89;30/06/2020;0;Liberado
02.928.162/0001-10;COML DE ALIMENTOS TAKARA MUTINGA LTDA;209293;30/06/2020;16,67;30/06/2020;3,66;Liberado
28.969.136/0001-23;IELLSON ALENCAR FERREIRA EIRELI;28825;30/06/2020;55,89;30/06/2020;0;Liberado
44.692.168/0019-00;CAIXA DE ASSISTENCIA DOS ADVOGADOS DE SAO PAULO;897;30/06/2020;243,47;30/06/2020;0;Liberado
35.480.872/0001-89;MERCADINHO ESTACAO PRIMAVERA COMERCIO DE ALIMENTOS LTDA;53086;30/06/2020;20,83;30/06/2020;21,47;Liberado
67.616.128/0001-55;MERCADINHO AYUMI LTDA;159372;30/06/2020;306,12;30/06/2020;0;Liberado
71.676.316/0005-70;SUPERMERCADOS MAMBO LTDA.;276061;30/06/2020;330,96;30/06/2020;0;Liberado
26.966.313/0001-92;FRIGORIFICO BOI DO ORIENTE LTDA;145348;30/06/2020;35,88;30/06/2020;1,18;Liberado
10.817.699/0001-30;MGN SOCIEDADE COMERCIAL LTDA - EPP;125531;30/06/2020;180;30/06/2020;0;Liberado
30.817.991/0008-37;ZEE NOW COMERCIO DE PRODUTOS PARA ANIMAIS S. A.;30241;30/06/2020;69,9;30/06/2020;0;Liberado
33.200.056/0441-97;LOJAS RIACHUELO SA;3718353;30/06/2020;149,9;30/06/2020;0;Liberado
19.464.839/0001-09;AMANDA DA ROCHA PAES;3392;30/06/2020;83,85;30/06/2020;0;Liberado
34.197.974/0001-29;Jose Augusto de Oliveira EPP;35924;30/06/2020;106,8;30/06/2020;0;Liberado
42.274.696/0025-61;adidas do Brasil Ltda;301674;30/06/2020;349,99;30/06/2020;0;Liberado
67.616.128/0001-55;MERCADINHO AYUMI LTDA - 1;44190;30/06/2020;306,12;30/06/2020;0;Liberado
05.283.402/0001-64;SACOLAO SAO LUCAS LTDA - EPP;134166;30/06/2020;35,1;06/07/2020;0;Liberado
08.397.902/0001-15;WCL COMERCIO DE ALIMENTOS LTDA E;92799;30/06/2020;50,7;07/08/2020;28,58;Liberado
28.892.995/0001-61;VINICIO ALMEIDA LOPES 44888322880;4261;29/06/2020;35,8;29/06/2020;0;Liberado
18.983.263/0001-23;AFC COMERCIO VAREJISTA DE COMPONENTES ELETRONICOS LTDA;442380;29/06/2020;35,8;29/06/2020;0;Liberado
07.526.557/0083-56;Ambev S.A. - CDD Norte;876691;29/06/2020;64;29/06/2020;0;Liberado
42.591.651/0975-54;ARCOS DOURADOS COMERCIO DE ALIMENTOS LTDA;702703;29/06/2020;65,6;29/06/2020;27,31;Liberado
30.578.930/0001-98;SALETE XAVIER FERNANDES;82574;29/06/2020;26,9;29/06/2020;0;Liberado
61.412.110/0272-74;DROGARIA SAO PAULO S.A;31191;29/06/2020;17,99;29/06/2020;0;Liberado
04.972.092/0047-05;GRUPO FARTURA DE HORTIFRUT S A;59759;29/06/2020;15,37;29/06/2020;1,86;Liberado
61.585.865/0055-44;RAIA DROGASIL S A;184084;29/06/2020;363,32;29/06/2020;0;Liberado
61.585.865/0240-93;RAIADROGASIL S/A;10707;29/06/2020;93,39;29/06/2020;0;Liberado
04.205.531/0001-71;SUPERMERCADO CASTELO DA SERRA LTDA;169821;29/06/2020;206,41;29/06/2020;126,74;Liberado
18.652.408/0001-03;H2O PURIFICADORES E REFIL DE AGUA EIRELI;469952;29/06/2020;120,63;29/06/2020;0;Liberado
33.041.260/1615-08;VIA VAREJO S/A;16024284;29/06/2020;240,6;29/06/2020;0;Liberado
47.508.411/1098-32;CIA BRASILEIRA DE DISTRIBUICAO;46830;29/06/2020;116,46;29/06/2020;0;Liberado
59.603.977/0015-41;FARMACIA NOSSA SENHORA DO ROSARIO LTDA;101697;29/06/2020;103,99;29/06/2020;16,5;Liberado
27.289.432/0001-10;G A A PEREIRA ARTIGOS DO VESTUARIO;14342;29/06/2020;159,99;29/06/2020;0,45;Liberado
43.259.548/0016-40;SUPERMERCADOS CAVICCHIOLLI LTDA;151222;29/06/2020;21,82;29/06/2020;0,85;Liberado
61.585.865/0550-53;RAIA DROGASIL S/A;94997;29/06/2020;830,78;29/06/2020;0;Liberado
33.380.128/0001-87;CONECT8 PRESENTES E UTILIDADES DOMESTICAS EIRELI;31593;29/06/2020;59,9;29/06/2020;0;Liberado
29.267.463/0002-87;WEEW COMERCIO DE ARTIGOS EM GERAL LTDA;319;29/06/2020;94,9;29/06/2020;0;Liberado
47.508.411/0288-32;CIA BRASILEIRA DE DISTRIBUICAO;53008;29/06/2020;75,25;29/06/2020;0;Liberado
30.476.707/0001-30;PC JASMIM COMERCIO DE PRODUTOS AGROPECUARIOS LTDA;34522;29/06/2020;158,6;29/06/2020;41,14;Liberado
08.430.014/0001-57;COMERCIO DE PRODUTOS ALIMENTICIOS TUNA LTDA;61300;29/06/2020;31,7;29/06/2020;0,02;Liberado
11.743.139/0001-41;SACOLAO DO BIDU LTDA;25444;29/06/2020;56,05;29/06/2020;15,41;Liberado
35.342.628/0001-50;ESFIHA MIX COMERCIO DE ALIMENTOS EIRELI;34952;29/06/2020;36,9;29/06/2020;0;Liberado
28.382.194/0001-56;ACOUGUE BOI DO POVO LTDA;166305;29/06/2020;12,98;29/06/2020;77,13;Liberado
61.585.865/0183-60;RAIA DROGASIL S A;26222;29/06/2020;268,05;29/06/2020;0;Liberado
61.412.110/0601-31;DROGARIA SAO PAULO SA;2208;29/06/2020;23,98;29/06/2020;0;Liberado
10.281.527/0001-95;SALONGONGOS COMERCIO DE DOCES E TRANSPORTES LTDA ;14090;29/06/2020;56,8;29/06/2020;0;Liberado
61.192.795/0002-52;DIAS PASTORINHO S A COMERCIO E INDUSTRIA;49736;29/06/2020;240,1;29/06/2020;3,47;Liberado
52.978.897/0048-90;GREGORY COMERCIO DE MODA E DECORACAO LTDA;5338;29/06/2020;169;29/06/2020;8,31;Liberado
47.508.411/1993-00;CIA BRASILEIRA DE DISTRIBUICAO;27995;29/06/2020;49,25;29/06/2020;0;Liberado
01.438.784/0002-88;LEROY MERLIN COMPANHIA BRASILEIRA DE BRICOLAGEM;93020;29/06/2020;174,36;29/06/2020;0;Liberado
33.014.556/0157-03;LOJAS AMERICANAS S/A;26120;29/06/2020;109,18;29/06/2020;0;Liberado
61.412.110/0967-56;DROGARIA SAO PAULO SA;7549;29/06/2020;15,49;29/06/2020;0;Liberado
07.569.651/0007-31;SUPERMERCADO NACOES UNIDAS LTDA;261467;29/06/2020;53,78;29/06/2020;32,89;Liberado
61.412.110/0967-56;DROGARIA SAO PAULO SA;7548;29/06/2020;29,8;29/06/2020;0;Liberado
10.347.996/0001-60;EMPORIUM OSIRO COMERCIO DE MERCADORIAS LTDA;201038;29/06/2020;20,05;29/06/2020;1,25;Liberado
42.591.651/0975-54;ARCOS DOURADOS COMERCIO DE ALIMENTOS LTDA;702510;29/06/2020;69,5;29/06/2020;28,94;Liberado
11.200.418/0004-01;GFG COMERCIO DIGITAL LTDA;22890661;29/06/2020;59,99;29/06/2020;0;Liberado
01.438.784/0017-64;LEROY MERLIN COMPANHIA BRASILEIRA DE BRICOLAGEM;89971;29/06/2020;68,8;29/06/2020;0;Liberado
43.962.695/0001-03;SUPERMERCADOS ARCO IRIS LT;128470;29/06/2020;40,4;29/06/2020;28,48;Liberado
61.585.865/1319-22;RAIA DROGASIL S A;56036;29/06/2020;5,37;29/06/2020;0;Liberado
61.412.110/0652-81;DROGARIA SAO PAULO S.A;14669;29/06/2020;24,84;29/06/2020;0;Liberado
13.163.572/0001-33;RW COMERCIO MATERIAL DE CONSTRUCAO LTDA;89561;29/06/2020;53;29/06/2020;2,31;Liberado
61.365.284/0170-07;SARAIVA E SICILIANO S/A;26312759;29/06/2020;215,83;29/06/2020;0;Liberado
23.567.557/0001-04;JOLIVI PUBLICAÇÕES LTDA;992192;29/06/2020;12,9;29/06/2020;0;Liberado
11.163.247/0001-45;SJT COMERCIO DE CEREAIS LTDA;27946;29/06/2020;28,68;29/06/2020;7,5;Liberado
11.163.247/0001-45;SJT COMERCIO DE CEREAIS LTDA;27945;29/06/2020;19,15;29/06/2020;5,01;Liberado
45.543.915/0230-41;CARREFOUR COM. E IND. LTDA;12338198;29/06/2020;123,56;29/06/2020;0;Liberado
33.268.770/0001-79;redstock comercio de calcados eireli;11878;29/06/2020;115,91;29/06/2020;0;Liberado
47.960.950/1218-59;MAGAZINE LUIZA SA;3924;29/06/2020;59,8;29/06/2020;0;Liberado
04.972.092/0013-66;GRUPO FARTURA DE HORTIFRUT S A;102790;29/06/2020;50,64;29/06/2020;14,83;Liberado
61.230.603/0001-74;Fábrica de Colchões e Travesseiros Victorino LTDA;7589;29/06/2020;488;29/06/2020;0;Liberado
09.116.962/0001-85;GERALDO THEBURCIO LELLES NETO;893;29/06/2020;214,5;29/06/2020;0,01;Liberado
61.585.865/1236-60;RAIA DROGASIL S A;15662;29/06/2020;836,81;29/06/2020;0;Liberado
15.436.940/0003-67;AMAZON SERVICOS DE VAREJO DO BRASIL LTDA;110427;29/06/2020;76,62;29/06/2020;0;Liberado
05.800.256/0002-88;ROLDAO AUTO SERVICO COMERCIO DE ALIMENTOS LTDA;55950;29/06/2020;476,22;29/06/2020;0;Liberado
07.915.314/0001-63;MONTINI e FRANCA LTDA;18652;29/06/2020;2,1;29/06/2020;0;Liberado
07.915.314/0001-63;MONTINI e FRANCA LTDA;18651;29/06/2020;21;29/06/2020;0;Liberado
10.834.344/0015-55;DROGA RAPHAEL SANSANA EIRELI;8135;29/06/2020;120,46;29/06/2020;0;Liberado
43.708.379/0017-69;FAST SHOP S.A.;246932;29/06/2020;48,98;29/06/2020;0;Liberado
06.130.834/0001-06;FERRER  CIA. LTDA.;257226;29/06/2020;587;29/06/2020;0;Liberado
15.436.940/0003-67;AMAZON SERVICOS DE VAREJO DO BRASIL LTDA;5843493;29/06/2020;117,76;29/06/2020;0;Liberado
15.436.940/0001-03;AMAZON SERVICOS DE VAREJO DO BRASIL LTDA;35459428;29/06/2020;6,64;29/06/2020;0;Liberado
68.374.875/0001-97;PRIFE SUPERMERCADO LTDA;184130;29/06/2020;762,79;29/06/2020;66;Liberado
45.543.915/0334-38;CARREFOUR COMERCIO E INDUSTRIA LTDA;500899;29/06/2020;30;29/06/2020;1,66;Liberado
02.928.162/0001-10;COML DE ALIMENTOS TAKARA MUTINGA LTDA;162803;29/06/2020;18,15;29/06/2020;3,98;Liberado
45.827.425/0007-00;SUPERMERCADOS IRMAOS LOPES S A;53886;29/06/2020;63,17;29/06/2020;30,09;Liberado
06.057.223/0238-99;SENDAS DISTRIBUIDORA S A;198158;29/06/2020;175,95;29/06/2020;0;Liberado
21.156.049/0001-08;MAXLOJAS COMERCIAL EIRELI;5267;29/06/2020;19,99;29/06/2020;0;Liberado
45.543.915/0218-55;CARREFOUR COMERCIO E INDUSTRIA LTDA;109535;29/06/2020;105,97;29/06/2020;0;Liberado
45.543.915/0021-25;CARREFOUR COMERCIO E INDUSTRIA LTDA;28151;29/06/2020;843,22;29/06/2020;0;Liberado
11.317.530/0005-08;VIRTUS COMERCIO DE ALIMENTOS LTDA;280180;29/06/2020;158,43;29/06/2020;0;Liberado
49.930.514/0001-35;SODEXO DO BRASIL COMERCIAL S A;81287;29/06/2020;19,1;29/06/2020;35,65;Liberado
71.803.001/0001-12;ZIPPILIN COMERCIAL LTDA;14275;29/06/2020;140;29/06/2020;0;Liberado
12.356.100/0011-06;BMP UTILIDADES DOMESTICAS S A;133494;29/06/2020;22,98;29/06/2020;50,61;Liberado
39.037.775/0001-77;IBIRAPUERA DOG S ALIMENTOS E ACESSORIOS PARA ANIMAIS LT;39965;29/06/2020;79,4;29/06/2020;12,48;Liberado
10.774.203/0001-99;E PEREIRA MORELLI INDUSTRIA E COMERCIO EIRELI;1685;29/06/2020;40,8;29/06/2020;0;Liberado
47.508.411/0322-79;CIA BRASILEIRA DE DISTRIBUICAO;36886;29/06/2020;12,07;29/06/2020;0;Liberado
47.508.411/1039-82;CIA BRASILEIRA DE DISTRIBUICAO;38968;29/06/2020;21,75;29/06/2020;0;Liberado
01.838.723/0078-06;BRF S A;33787;29/06/2020;140,65;29/06/2020;0;Liberado
26.734.084/0001-80;PAM SUPERMERCADO EIRELI;296941;29/06/2020;39,77;29/06/2020;0,34;Liberado
03.451.760/0001-03;MUTINGA MATERIAIS PARA CONSTRUCAO LTDA;71955;29/06/2020;16,9;29/06/2020;0,02;Liberado
13.886.594/0001-21;JVF COMERCIO DE PRODUTOS DE EMBALAGENS LTDA;45411;29/06/2020;25,2;29/06/2020;0,1;Liberado
02.928.162/0001-10;COML DE ALIMENTOS TAKARA MUTINGA LTDA;62318;29/06/2020;73,9;29/06/2020;16,23;Liberado
34.134.667/0005-22;COMERCIO DE DOCES IMPERIAL GOLD EIRELI;40307;29/06/2020;16,88;29/06/2020;0;Liberado
46.377.727/0038-85;CAEDU COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO SA;12306;29/06/2020;169,96;29/06/2020;0;Liberado
32.473.602/0001-52;PESCADOS OLIVEIRA EIRELI;60;29/06/2020;487,16;29/06/2020;42,36;Liberado
01.937.635/0009-30;SONDA SUPERMERCADOS EXPORTACAO E IMPORTACAO S A;44734;29/06/2020;83,56;29/06/2020;17,48;Liberado
26.054.962/0001-17;DANIELE COLOMBO DA COSTA;2229782;29/06/2020;132,49;29/06/2020;0;Liberado
43.927.417/0001-07;SUPERMERCADO PICCIN LT;35159;29/06/2020;52,77;29/06/2020;27,53;Liberado
23.099.867/0001-41;MINIMERCADO MMS VITORIA LTDA;35177;29/06/2020;6,49;29/06/2020;0;Liberado
26.321.516/0001-21;Relax Cosmeticos Naturais;27871;29/06/2020;33,79;29/06/2020;0;Liberado
47.508.411/1700-78;CIA BRASILEIRA DE DISTRIBUICAO LTDA;5020;29/06/2020;82,49;29/06/2020;0;Liberado
62.401.963/0008-20;SUPERVAREJAO SAUDE LT;32337;29/06/2020;27,86;29/06/2020;11,68;Liberado
61.585.865/1435-05;RAIADROGASIL S.A.;114218;29/06/2020;878,48;29/06/2020;0;Liberado
36.330.872/0001-65;Selma MK Santos Comercio de Cosmeticos;688;29/06/2020;55,8;29/06/2020;0;Liberado
11.642.743/0001-81;DROGARIA E PERFUMARIA GENERAL GLICERIO LTDA;48014;29/06/2020;70,5;29/06/2020;0;Liberado
09.253.353/0001-78;REIMBERG COMERCIO DE ALIMENTOS E PLANTAS LTDA;115318;29/06/2020;128,02;29/06/2020;14,17;Liberado
00.063.960/0015-04;WMB SUPERMERCADOS DO BRASIL LTDA;31170;29/06/2020;564,65;29/06/2020;0;Liberado
67.616.128/0001-55;MERCADINHO AYUMI LTDA;351488;29/06/2020;332,07;29/06/2020;0;Liberado
09.124.853/0001-00;Aquaplant Peixes e Aquarios Ltda ME;9866;29/06/2020;23,9;29/06/2020;0;Liberado
10.249.843/0001-80;F. A. B. PRODUTOS AGROPECUARIOS LTDA;531;29/06/2020;14;29/06/2020;0;Liberado
32.683.370/0001-67;CENTRO DE DESENVOLVIMENTO COGNITIVO ARANTES EIRELI;44;29/06/2020;1068;29/06/2020;0;Liberado
02.928.162/0001-10;COML DE ALIMENTOS TAKARA MUTINGA LTDA;162036;29/06/2020;4,45;29/06/2020;0,97;Liberado
52.130.481/0001-53;DAVO SUPERMERCADOS LTDA;26706;29/06/2020;32,33;29/06/2020;13,05;Liberado
06.057.223/0263-08;SENDAS DISTRIBUIDORA S A;102886;29/06/2020;343,3;29/06/2020;0;Liberado
15.436.940/0002-86;AMAZON SERVICOS DE VAREJO DO BRASIL LTDA;17792781;29/06/2020;308,93;29/06/2020;0;Liberado
45.543.915/0586-94;CARREFOUR COMERCIO E INDUSTRIA LTDA;198185;29/06/2020;14,55;29/06/2020;0;Liberado
15.436.940/0002-86;AMAZON SERVICOS DE VAREJO DO BRASIL LTDA;17786823;29/06/2020;17,4;29/06/2020;0;Liberado
08.397.902/0001-15;WCL COMERCIO DE ALIMENTOS LTDA E;92692;29/06/2020;33,8;07/08/2020;19,05;Liberado
52.744.968/0001-26;MIL E UMA MALHAS LTDA - ME.;23146;29/06/2020;309,7;23/07/2020;47,37;Liberado
03.476.811/0630-72;DIA BRASIL SOCIEDADE LIMITADA;5136;29/06/2020;13757,12;03/07/2020;0;Liberado
67.616.128/0001-55;MERCADINHO AYUMI LTDA - 1;44159;29/06/2020;332,07;29/06/2020;0;Liberado
15.120.887/0003-90;ESSENCIA DISTRIBUIDORA DE COSMETICOS E PERFUMARIA LTDA - EPP;52366;29/06/2020;553,83;29/06/2020;0;Liberado
